BARCODE_ID,date1,MonthlyMeanTemp,MonthlyPrecipSum,AnnualTemp,AnnualPrecip,Elevation,LUCAS_ID,SOIL_ID,Country,TH_LAT,TH_LONG,LC1_2018,LC_simpl_2018,LU1_2018,LC1_2015,LC_simpl_2015,LU1_2015,Soil_data_survey,Depth,Coarse_fragments,Clay_content,Sand_content,Silt_content,pH_CaCl2,pH_H2O,Electrical_conductivity,Organic_carbon,Carbonate_content,Phosphorus_content,Total_nitrogen_content,Extractable_potassium_content,Bulk_Density_0_10_cm,Bulk_Density_10_20_cm,Bulk_Density_20_30_cm,Ongoing_Number,Channel,Device,Basal_respiration,MIRR,Cmic,qO2,H2O_FW,glucose_per_sample,water_added,date_of_measurement,date_of_sampling,remarks,machine_factor,Xylosidase,Cellulase,N.actylglucosaminidase,beta.glucosidase,Acid.phosphatase,MWD,WSA,LC_5
245,6/5/2018,17.27633295,89.50000133,9,605,367,48942888,45226,SK,48.83128675,17.81889379,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,8,35,8,56,6,6.55,6.84,19.6,0,2.9,2.2,129.7,1.285688247,1.41845287,NA,8753,Channel 16,EMIL,1.162376987,15.96959374,424.7911935,0.002736349,12.58891646,21.6,1,5/27/2019,n/a,n/a,1,103,131.88,427.2,723.2,922.08,2.295690625,97.2972973,Grassland
246,6/18/2018,15.04466633,21.10000031,5.5,616,54,53084148,19156,EE,59.33043793,27.50866652,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,21,0,0,0,7,7.13,85.8,315.5,37,42.3,22.6,242.1,0.629756749,0.437883665,NA,8453,Channel 16,EMIL,10.49940048,44.95003997,1195.671063,0.008781178,66.86531585,0.036,0.5,3/26/2019,n/a,n/a,1,129.99,132.25,1163.3,1424.29,1125.33,1.307564935,86.36363636,Woodland
247,6/25/2018,16.38733297,36.10000054,10.3,781,124,37423086,24213,FR,50.59374643,1.803744592,B13,Cropland,U111,B16,Cropland,U111,2018,0-20,16,25,20,55,7,7.28,18.28,19.5,5,69.3,2.2,277.8,1.137219607,0.969650841,NA,7188,Channel 19,KLAUS,0.883448643,19.97575543,531.3550943,0.001662633,7.209876543,21.6,1.25,5/27/2019,n/a,n/a,1,39.36,56.51,143.17,466.56,438.69,1.555634615,68.57142857,Cropland
248,6/11/2018,16.52033296,20.70000031,7.1,821,95,50523678,56294,LT,55.67132033,21.67045991,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,5,16,47,37,5.4,6.02,4.8,23.4,0,7.2,2.2,51,1.27669384,1.193608603,NA,8755,Channel 18,EMIL,0.518194791,9.969080747,265.1775479,0.001954143,6.892542767,21.6,1,5/27/2019,n/a,n/a,1,65.45,60.35,107.36,413.58,531.74,1.260131579,57.14285714,Grassland
249,6/4/2018,10.09899977,0,3.4,494,39,49984648,21082,FI,64.32347577,24.02492239,C32,Woodland,U120,C32,Woodland,U120,2018,0-20,18,1,94,5,3.7,4.57,3.68,41,0,15.5,2.2,41.3,0.718321942,1.444520877,NA,8751,Channel 14,EMIL,1.783348254,15.17084452,403.5444643,0.004419211,26.03873531,21.6,0.75,5/27/2019,n/a,n/a,1,283.89,36.98,259.9,477.29,1671.77,0.895857143,50,Woodland
250,6/4/2018,15.20333299,98.40000147,14.5,1264,120,32062352,49687,ES,43.34979159,-3.803745551,E10,Grassland,U111,E10,Grassland,U111,2018,0-20,76,16,28,55,4.4,4.68,76.6,59.7,1,56.6,6.3,328,1.025477629,1.573053727,NA,8739,Channel 2,EMIL,2.920653174,15.71680466,418.067004,0.006986089,27.7020286,21.6,1,5/27/2019,n/a,n/a,1,176.26,188.97,567.47,897.12,1340.4,1.661519355,82.85714286,Grassland
251,6/18/2018,16.13566631,58.80000088,6.5,691,652,48483018,17254,CZ,50.03590677,17.36943795,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,1,18,39,43,5.5,5.99,7.62,27.4,1,23.6,2.8,156.8,1.22654266,1.155358008,NA,8754,Channel 17,EMIL,2.876416739,28.64356292,761.9187736,0.003775228,24.4400527,21.6,1,5/27/2019,n/a,n/a,1,135.69,223.25,401.89,954.52,971.38,1.399494444,88.88888889,Grassland
252,6/11/2018,16.22733297,24.50000037,6.7,731,107,50703742,56292,LT,56.21067291,22.12836468,C31,Woodland,U120,C33,Woodland,U120,2018,0-20,10,19,47,34,5.2,5.69,17.45,45.3,0,11.7,3.1,101.2,0.587627725,0.794442948,NA,7202,Channel 3,KLAUS,0.217540323,12.32728495,327.9057796,0.000663423,18.3001153,21.6,1.25,6/5/2019,n/a,n/a,1,18.67,6.91,69.26,108.29,292.84,1.743931818,52.94117647,Woodland
253,6/19/2018,16.12266631,9.600000143,6.3,587,39,47884100,61581,SE,59.75422537,18.30967288,E20,Grassland,U420,E20,Grassland,U420,2018,0-20,17,0,0,0,5.6,5.84,64.7,238.1,0,18.7,16.5,240.5,0.511402109,0.576035455,NA,7146,Channel 7,KLAUS,4.100163755,34.96088064,929.959425,0.004408971,39.28748964,21.6,1.25,5/22/2019,n/a,n/a,1,88.8,115.5,206.5,710.77,1177.91,2.081773109,97.05882353,Grassland
254,6/9/2018,14.63933301,0,4.1,690,126,50124366,20865,FI,61.81292198,23.14648996,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,15,2,87,11,3.5,4.11,2.88,11.2,0,9.9,0.6,14.9,0.798138567,1.196674902,NA,7157,Channel 18,KLAUS,0.714162795,4.570641886,121.5790742,0.00587406,4.029727498,21.6,1.5,5/22/2019,n/a,n/a,1,36.43,12.29,100.08,112.19,416.75,0.838310393,42.85714286,Woodland
255,6/15/2018,15.01466633,17.20000026,5.3,650,90,52584068,19154,EE,58.74068909,26.31826827,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,4,6,83,11,6.1,6.36,12.1,41.1,1,40.3,2.9,66.1,1.012943848,1.017993339,NA,7162,Channel 23,KLAUS,0.952825112,13.84573991,368.2966816,0.002587113,7.606894266,21.6,1.5,5/22/2019,n/a,n/a,1,27.75,16.57,137.91,219.11,487.58,0.834643817,63.63636364,Woodland
256,6/13/2018,17.8829996,72.60000108,9.8,804,8,40963282,39176,NL,52.60087972,6.677943824,B21,Cropland,U111,B16,Cropland,U111,2018,0-20,2,3,89,8,5.5,6.24,5.59,12.9,0,89.5,1.3,95.5,1.489110385,1.686103051,NA,8490,Channel 23,EMIL,0.380868337,2.832097894,75.33380398,0.005055743,6.129887343,0.0216,1,4/3/2019,n/a,n/a,1,21.81,41.82,58.97,299.42,229.93,0.40329668,2.631578947,Cropland
257,6/13/2018,13.5459997,168.8000025,10,564,1225,32182122,49828,ES,41.3293092,-3.196975953,D20,Shrubland,U111,F40,Bareland,U112,2018,0-20,18,22,38,41,4.8,5.42,8.64,3.4,0,3.7,0.5,211.2,1.443789453,1.407900882,NA,8726,Channel 19,EMIL,1.62962257,14.66132927,389.9913585,0.004178612,13.78800329,21.6,0.5,5/22/2019,n/a,n/a,1,42.17,48.7,132.77,484.74,310.07,1.626871698,42.85714286,Other
258,6/18/2018,21.07999953,87.80000131,15.1,698,62,38802318,24237,FR,43.82641843,4.525188452,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,4,11,63,26,7.4,8.06,13.31,11.2,169,9.3,1,168.4,1.365956794,1.499744326,NA,7164,Channel 25,KLAUS,0.632819269,13.0399122,346.8616646,0.001824414,4.24755268,21.6,1.25,5/22/2019,n/a,n/a,1,34.38,27.82,87.71,303.46,119.47,1.209430628,34.28571429,Grassland
259,5/25/2018,13.06199971,36.10000054,7.2,722,26,50163796,35227,LV,56.7677421,21.41076841,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,17,21,48,31,5.6,6.31,6.3,13.6,0,14.6,1.4,123.6,1.434969265,1.400637966,NA,8716,Channel 9,EMIL,0.646273637,7.334692869,195.1028303,0.003312477,11.03414151,21.6,1,5/22/2019,n/a,n/a,1,39.97,46.2,80.13,375.1,437.69,2.003961694,64.70588235,Cropland
260,6/13/2018,17.63099961,25.60000038,6.5,542,126,46283924,61464,SE,58.31593422,15.23483037,C10,Woodland,U120,E10,Grassland,U120,2018,0-20,1,9,21,70,4.1,4.8,7.74,37.3,0,17.1,2.1,58.8,0.817769157,0.952827218,NA,7152,Channel 13,KLAUS,0.959964413,10.14116251,269.7549229,0.003558654,6.768414068,21.6,2.5,5/22/2019,n/a,n/a,1,69.89,19.32,113.75,183.07,840.61,0.982235612,65.51724138,Woodland
261,6/18/2018,21.41766619,5.500000082,18.8,528,157,30501774,49765,ES,37.96035048,-4.454926757,B12,Cropland,U111,B23,Cropland,U111,2018,0-20,27,19,39,41,7.5,7.96,21.2,10.3,373,15.1,1.2,327.3,1.063319091,1.120830795,NA,8713,Channel 6,EMIL,0.390868141,13.98385398,371.970516,0.001050804,6.221198157,21.6,1,5/22/2019,n/a,n/a,1,82.04,32.52,40.42,418.54,74.03,1.891307018,40.625,Cropland
262,6/15/2018,15.50166632,17.00000025,5.5,657,67,52404058,19153,EE,58.68989137,25.97497805,B21,Cropland,U111,B21,Cropland,U111,2018,0-20,11,16,25,59,5.4,6.11,8.92,16.8,0,42.1,1.6,162.4,1.756193037,1.709188171,NA,8460,Channel 23,EMIL,0.583626318,3.612924828,96.10380044,0.006072874,14.85388453,0.0252,0.5,3/26/2019,n/a,n/a,1,26.91,35.4,40.79,269.16,232.39,1.342151832,56.66666667,Cropland
263,6/12/2018,13.91599969,6.500000097,3.1,559,140,51144548,20861,FI,63.22396255,25.85070008,C23,Woodland,U120,C33,Woodland,U120,2018,0-20,5,11,8,81,3.5,4.23,6.99,64.8,0,24.7,2.7,66.5,0.569241233,1.153299212,NA,8727,Channel 20,EMIL,2.947889374,15.54488113,413.4938379,0.007129222,43.41021417,21.6,1,5/22/2019,n/a,n/a,1,170.88,17.09,195.29,253.2,1359.82,1.78972561,94.59459459,Woodland
264,6/14/2018,13.05433304,144.4000022,5.9,777,1082,46082678,11446,AT,47.14962803,13.78295124,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,13,17,27,56,3.4,4.03,15.19,98.4,0,32.4,5.1,141.2,0.302626347,0.686468724,NA,8718,Channel 11,EMIL,4.990790899,22.93066089,609.9555796,0.00818222,38.7423262,21.6,1,5/22/2019,n/a,n/a,1,312.61,80.51,537.53,711.92,1810.57,1.38526699,72.22222222,Woodland
265,6/11/2018,17.24533295,47.50000071,7.4,531,133,51323464,41534,PL,53.66003406,22.33502126,B18,Cropland,U111,B13,Cropland,U111,2018,0-20,14,6,80,14,6.9,7.3,17.38,13,10,84.6,1.4,203,0.871870047,0.977712629,NA,7171,Channel 2,KLAUS,0.208962739,6.487795521,172.5753609,0.001210849,1.488095238,21.6,1.25,5/27/2019,n/a,n/a,1,12.08,28.93,66.61,206.25,106.35,0.624116317,50,Cropland
266,6/11/2018,16.66099963,39.10000058,6.3,612,107,53443794,35231,LV,56.17676218,26.6322183,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,6,9,78,13,6.8,7.21,17.18,29.6,13,17.4,2.6,70.4,1.372179014,1.263055078,NA,7155,Channel 16,KLAUS,2.083151462,20.95227703,557.3305689,0.00373773,24.45177246,21.6,1,5/22/2019,n/a,n/a,1,64.76,110.06,230.05,683.32,537.63,0.878968627,75,Grassland
267,6/13/2018,16.6136663,28.50000042,6.4,624,100,53043800,35238,LV,56.31023848,26.02494792,E30,Grassland,U111,B32,Cropland,U111,2018,0-20,8,31,32,37,5.4,5.98,7.46,25.9,0,10.6,2.3,131.8,1.360300413,1.154306867,NA,6999,Channel 10,KLAUS,0,8.543151227,227.2478226,0,9.010806318,21.6,1.5,4/24/2019,n/a,n/a,1,69.37,50.65,133.54,344.84,607.02,1.679087464,75,Grassland
268,7/3/2018,17.00899962,33.8000005,7,563,17,46863958,52084,SE,58.57849688,16.27241074,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,19,50,13,37,5.5,5.94,11.75,17.2,0,18.2,1.9,107.1,1.216733348,1.252774907,NA,5328,Channel 18,DIETER,0.578759163,8.45878777,225.0037547,0.00257222,7.934156379,21.6,1,5/6/2019,n/a,n/a,1,54.08,71.57,103.2,480.02,528.85,1.341296471,75.67567568,Cropland
269,6/18/2018,15.94133298,115.1000017,13.4,409,696,30742170,49870,ES,41.51295442,-4.989439321,E30,Grassland,U120,D10,Shrubland,U120,2018,0-20,33,15,69,17,7.4,8.09,11.86,4.4,6,15,0.5,156.7,1.273946186,NA,NA,7050,Channel 1,KLAUS,0.161650142,8.572355996,228.0246695,0.000708915,4.546222748,21.6,1,4/30/2019,n/a,n/a,1,10.27,13.75,43.04,220.32,87.15,1.446240885,53.33333333,Grassland
270,6/25/2018,14.70799967,89.70000134,3.3,1228,1418,47642728,11630,AT,47.50705186,15.88359546,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,42,7,38,54,3.5,4.2,24.6,170.3,0,39,10.7,207.6,0.21290522,0.445394759,NA,8538,Channel 11,EMIL,4.450017295,23.92482417,636.4003228,0.006992481,52.59101345,0.0216,0.5,4/16/2019,n/a,n/a,1,627.19,67.07,424.14,634.25,2991.51,1.572347561,89.28571429,Woodland
271,6/20/2018,15.53799965,10.70000016,5.3,625,63,50144226,20853,FI,60.57377538,22.68116087,C23,Woodland,U120,C22,Woodland,U120,2018,0-20,9,7,61,32,3.9,4.61,6.88,59.4,1,19.1,2.5,55.5,0.381356719,0.912565958,NA,6967,Channel 8,KLAUS,2.298361934,8.848153926,235.3608944,0.009765267,13.59730413,0.0216,1,4/16/2019,n/a,n/a,1,42.88,6.31,68.41,111.67,1201.59,1.092816832,61.53846154,Woodland
272,6/12/2018,13.78699969,10.00000015,2.8,578,170,51264552,20860,FI,63.23447706,26.10148191,C33,Woodland,U120,C32,Woodland,U120,2018,0-20,5,3,89,8,3.3,3.92,13.1,167.4,0,56.3,7.2,83.9,0.598948604,0.413250908,NA,8533,Channel 6,EMIL,9.436514523,67.73167358,1801.662517,0.00523767,80.11879228,0.0216,0.75,4/16/2019,n/a,n/a,1,476.05,85.37,574.05,851.94,5124,1.358125,25,Woodland
273,6/9/2018,14.59033301,0,3.9,671,151,50344366,20862,FI,61.7755917,23.55483709,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,7,5,80,16,4.8,5.52,4.94,23,0,9.3,1.9,37.3,0.967103544,1.190943534,NA,8582,Channel 25,EMIL,0.697478992,7.186147186,191.1515152,0.003648828,13.19628647,0.0216,0.75,4/24/2019,n/a,n/a,1,59.08,27.92,119.16,238.11,543.12,0.597524485,59.09090909,Grassland
274,7/3/2018,14.95999967,64.70000096,6,1053,1412,38102416,24208,FR,44.6569117,3.560672172,D20,Shrubland,U111,D20,Shrubland,U111,2018,0-20,24,11,45,44,4.1,4.69,25.59,119.8,1,44.7,7.7,155.2,0.511238678,0.774231553,NA,8570,Channel 13,EMIL,2.046333688,16.11193765,428.5775416,0.00477471,22.55144033,0.0216,1.25,4/24/2019,n/a,n/a,1,485.8,99.76,125.56,585.64,1315.73,0.871915525,71.42857143,Other
275,6/12/2018,13.91066636,164.2000024,7.7,1039,1073,38842482,24240,FR,45.30324298,4.431045437,E20,Grassland,U111,E20,Grassland,U111,2015,0-20,16,9,51,40,4.3,4.71,33.3,60.3,0,20.7,5.4,118.9,0.728846181,0.976876998,NA,8769,Channel 2,EMIL,3.722067393,24.95397348,663.7756946,0.005607417,34.48962656,21.6,0.75,6/5/2019,n/a,n/a,1,324.43,87.41,212.48,521.56,1461.02,1.490283019,95,Grassland
276,7/2/2018,21.08299953,10.10000015,14.7,519,326,35702100,49825,ES,41.59893958,1.003098943,B13,Cropland,U420,D20,Shrubland,U420,2015,0-20,18,27,21,52,7.7,8.21,19.36,9.6,277,0,1.3,149.9,NA,NA,NA,6974,Channel 15,KLAUS,0,19.56610864,520.4584899,0,2.886529529,0.0216,1.25,4/16/2019,n/a,n/a,1,87.07,68.16,117.08,462.68,135.12,1.425803672,44.82758621,Cropland
277,7/2/2018,15.34099966,56.60000084,8.2,937,1010,37922448,24246,FR,44.92987835,3.300575265,E20,Grassland,U111,B55,Cropland,U111,2018,0-20,20,14,28,58,5.9,5.98,19.28,68.4,0,19,6.8,195.9,0.752533137,0.994494776,NA,8770,Channel 3,EMIL,1.558380598,21.37362279,568.5383663,0.00274103,15.16509043,21.6,1.25,6/5/2019,n/a,n/a,1,137.86,153.22,154.27,1025.96,924.22,1.599657895,84.21052632,Grassland
278,7/3/2018,17.8769996,21.90000033,9.6,698,4,42483322,27426,DE,53.00161124,8.912649459,B13,Cropland,U111,B11,Cropland,U111,2018,0-20,12,18,43,38,6.5,6.93,10.2,12.7,1,62.8,1.5,159.1,1.21223761,1.592229545,NA,6907,Channel 8,KLAUS,0.397743082,9.066831556,241.1777194,0.00164917,8.097741156,0.0252,1.5,4/3/2019,n/a,n/a,1,31.08,51.37,104.76,367.3,275.98,1.896907258,79.41176471,Cropland
279,6/19/2018,14.56199967,115.3000017,9.7,441,1320,34102020,49847,ES,40.69385872,-0.768907994,D20,Shrubland,U112,B12,Cropland,U111,2018,0-20,38,22,25,53,7.6,8.29,14.56,10.9,604,1.4,1.2,119,1.402721333,1.58797106,NA,8780,Channel 13,EMIL,0.170813845,3.623323979,96.38041784,0.001772288,11.49196887,21.6,1,6/5/2019,n/a,n/a,1,15.98,5.1,64.34,89.14,68.96,1.830148276,80.55555556,Other
280,7/3/2018,17.31866628,32.90000049,8.7,1094,989,38022398,24209,FR,44.48906094,3.479024202,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,84,37,16,48,6.9,7.45,20.4,53.7,52,10.2,4.1,503.2,0.926462581,0.981716176,NA,8782,Channel 15,EMIL,1.894487511,20.43425208,543.5511054,0.00348539,22.72878536,21.6,1,6/5/2019,n/a,n/a,1,66.53,114.41,462.59,927.43,1047.47,2.283625767,94.28571429,Woodland
281,6/20/2018,21.0196662,78.00000116,13.7,904,226,42242404,58800,IT,44.74013969,8.777515772,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,64,18,16,66,5.2,5.88,6.2,30.6,0,4.6,2.8,47.2,0.779116453,0.888514296,NA,7056,Channel 7,KLAUS,0.266881029,4.843396451,128.8343456,0.002071505,8.214461387,21.6,1.25,4/30/2019,n/a,n/a,1,44.9,23.89,133.9,210.72,452.77,1.844169118,89.18918919,Grassland
282,6/19/2018,15.97099964,85.00000127,10.9,1258,845,28782280,49871,ES,42.100931,-7.562503624,D10,Shrubland,U120,C22,Woodland,U120,2018,0-20,13,13,56,32,4.2,4.62,26.6,73.9,1,6.8,4.9,150.6,0.518224032,0.658025282,NA,7176,Channel 7,KLAUS,2.140614488,18.05561785,480.2794349,0.004457019,26.39484979,21.6,1.5,5/27/2019,n/a,n/a,1,225.06,36.97,261.34,394.07,2429.94,1.134321951,57.69230769,Other
283,6/28/2018,14.84499967,40.80000061,4.2,584,106,52024360,20904,FI,61.40153727,26.6130859,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,17,4,65,31,3.7,4.47,6.32,52,0,27.5,3.3,47.5,0.377403243,0.796702396,NA,8790,Channel 23,EMIL,1.479940565,11.74556004,312.431897,0.004736842,21.6661124,21.6,1,6/5/2019,n/a,n/a,1,137.01,23.15,214.15,237.11,1292.42,0.781897959,65.2173913,Woodland
284,6/18/2018,19.53266623,56.70000084,15.2,495,304,35342068,49822,ES,41.27257442,0.619231899,B81,Cropland,U420,C33,Woodland,U420,2018,0-20,10,35,13,52,7.7,8.28,19.58,27.6,581,26,0.9,184.4,1.47590775,1.641471143,NA,8805,Channel 8,EMIL,0.320575843,6.071512172,161.5022238,0.001984962,5.570291777,21.6,1.25,6/11/2019,n/a,n/a,1,44,24.1,68.16,332.39,73.95,1.631156061,90.47619048,Cropland
285,7/3/2018,14.06466635,37.30000056,8.3,1939,210,34003734,55050,UK,55.85178887,-4.817761869,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,3,25,39,36,5.3,5.66,22.87,45.1,0,6.7,4,164.8,0.582395272,0.808728185,NA,7208,Channel 9,KLAUS,2.906282183,34.33401991,913.2849296,0.003182229,35.27745376,21.6,1.5,6/5/2019,n/a,n/a,1,106.53,43.51,166.13,344.52,1078.89,1.703059055,93.93939394,Grassland
286,6/26/2018,19.19999957,149.2000022,11.9,1042,297,36302512,24182,FR,45.35150457,1.17231289,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,22,29,22,48,4.2,4.9,5.95,50.6,0,15.7,3.6,107.9,0.793489495,0.912702217,NA,7221,Channel 22,KLAUS,1.63341694,15.6402341,416.030227,0.003926198,13.88935039,21.6,1.5,6/5/2019,n/a,n/a,1,184.01,47.8,195.26,336.76,1117.9,1.879420561,89.65517241,Woodland
287,6/19/2018,12.48999972,146.0000022,7.8,1019,1318,31162316,50010,ES,42.87742952,-4.813040838,A30,Others,U319,C10,Woodland,U120,2018,0-20,30,20,41,39,4.4,4.82,11.14,19.5,1,12,2,53.1,1.174352966,1.392846154,NA,8586,Channel 29,EMIL,0.858464888,8.634851509,229.6870501,0.003737542,9.596456693,0.0216,1.25,4/24/2019,n/a,n/a,1,103.85,34.7,88.08,316.79,804.59,1.257383459,40,Other
288,6/19/2018,16.07899964,17.00000025,5.2,607,53,51344234,20852,FI,60.43531289,24.8497979,B41,Cropland,U111,B11,Cropland,U111,2018,0-20,9,32,7,61,5.3,5.95,7.61,26.7,0,51.2,2.2,179.5,1.12548647,1.320489998,NA,8760,Channel 23,EMIL,0.488618524,5.537676609,147.3021978,0.003317116,16.05995717,21.6,1,5/27/2019,n/a,n/a,1,57.92,61.98,123.69,434.85,433.52,1.65518109,35.13513514,Cropland
289,6/14/2018,13.92066636,15.20000023,3.7,635,156,51324422,20858,FI,62.08583465,25.60887392,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,9,6,66,28,4,4.75,6.8,70.7,0,26.6,3.8,77.8,0.475662579,0.892298541,NA,7195,Channel 26,KLAUS,1.834501348,13.57232704,361.0238994,0.005081385,7.818452874,21.6,1.5,5/27/2019,n/a,n/a,1,87.84,20.59,103.01,227.79,1000.79,0.683414449,28.57142857,Woodland
290,6/25/2018,14.56866634,30.50000045,4.7,625,90,51684292,20898,FI,60.87752982,25.69619267,B15,Cropland,U111,B55,Cropland,U111,2018,0-20,12,31,14,54,6.5,6.75,25.3,27.2,0,69.7,2.6,227.2,1.109450528,1.060294032,NA,8775,Channel 8,EMIL,0.256383855,6.267160901,166.70648,0.001537936,19.58933598,21.6,1,6/5/2019,n/a,n/a,1,34.57,80.31,107.45,516.15,271.71,1.936511905,47.36842105,Cropland
291,6/20/2018,15.48833299,10.50000016,5.7,669,54,50204184,20894,FI,60.19323481,22.64507102,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,30,32,45,23,4.7,5.36,8.35,81.9,0,31.7,6.3,218.7,0.754328576,0.833031477,NA,7177,Channel 8,KLAUS,1.442907942,19.40273937,516.1128671,0.002795722,16.48242864,21.6,2,5/27/2019,n/a,n/a,1,75.84,74.8,176.62,467.67,950.52,1.215924779,60.86956522,Grassland
292,6/25/2018,16.77299963,129.2000019,10.8,550,1131,33162080,50970,ES,41.10238864,-1.968387898,C10,Woodland,U420,C10,Woodland,U420,2018,0-20,32,16,32,52,7.4,7.94,14.14,61.5,481,3.3,3,116.4,1.090369178,1.133929172,NA,7183,Channel 14,KLAUS,0.454558911,9.214031972,245.0932504,0.001854637,3.870233352,21.6,1.25,5/27/2019,n/a,n/a,1,64.49,14.91,31.52,306.63,215.72,1.157590054,24,Woodland
293,6/18/2018,15.56599965,5.800000086,5.4,565,61,52624148,19157,EE,59.42929862,26.72291147,B53,Cropland,U111,B12,Cropland,U111,2018,0-20,4,8,75,17,5.2,6.07,3.56,10.4,1,82.8,1.1,95.3,1.346603271,1.380665759,NA,8740,Channel 3,EMIL,0.619765739,5.995119571,159.4701806,0.003886405,2.941594429,21.6,1,5/27/2019,n/a,n/a,1,35.41,42.83,66.46,351.01,327.25,0.510365385,69.23076923,Cropland
294,6/13/2018,16.53899963,24.80000037,6.4,656,85,52863814,35239,LV,56.46808881,25.79158484,B13,Cropland,U111,B15,Cropland,U111,2018,0-20,5,14,65,21,5.7,6.21,9.76,19.8,0,71.4,2,172,1.080455028,1.059030011,NA,8777,Channel 10,EMIL,0.320935371,11.76763027,313.0189652,0.00102529,10.20171958,21.6,1,6/5/2019,n/a,n/a,1,51.99,90.4,147.59,562.87,501.42,1.141979482,61.53846154,Cropland
295,7/2/2018,21.33366619,81.60000122,12.1,1228,247,45382568,58748,IT,46.18819758,12.80832996,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,36,20,23,57,7,7.32,40.26,78.9,17,19.3,8,144.3,0.760789409,0.87509182,NA,7185,Channel 16,KLAUS,2.316444826,35.69700873,949.5404322,0.002439543,22.30191827,21.6,1.25,5/27/2019,n/a,n/a,1,72.34,113.96,254.75,642.16,920.15,1.891826087,91.17647059,Grassland
296,6/21/2018,15.39899966,12.60000019,5.5,622,30,49864226,20895,FI,60.61783828,22.17906575,B15,Cropland,U111,B13,Cropland,U111,2018,0-20,13,17,74,9,5,5.57,10.91,80,0,59.6,6.2,191.6,1.12145599,1.080453432,NA,8767,Channel 30,EMIL,0.665573173,13.10977462,348.7200049,0.001908618,9.768130242,21.6,1,5/27/2019,n/a,n/a,1,70.69,61.2,112.74,427.91,740.83,1.007280151,75,Cropland
297,6/13/2018,16.55733296,24.50000037,6.4,694,125,52823760,56351,LT,56.00397532,25.53423654,C33,Woodland,U120,C21,Woodland,U120,2018,0-20,3,3,92,5,3.6,4.37,6.48,30.1,0,24,1.8,68,0.791257834,1.180745466,NA,8728,Channel 21,EMIL,0.985783696,6.173594865,164.2176234,0.006002911,8.011918557,21.6,1.25,5/22/2019,n/a,n/a,1,56.91,8.22,175.14,113.2,694.77,0.382932945,35.48387097,Woodland
298,6/25/2018,14.61433301,34.90000052,4.6,629,98,51784294,20899,FI,60.87504885,25.88402641,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,15,0,0,0,3.7,4.32,8.84,73.2,0,15.7,3.2,104.9,0.40984547,0.705465106,NA,7166,Channel 27,KLAUS,4.981688708,27.37114276,728.0723974,0.006842299,34.68438538,21.6,1.5,5/22/2019,n/a,n/a,1,78.5,17.95,612.28,211.98,1670.5,1.556436,26.92307692,Woodland
299,6/29/2018,18.88999958,60.7000009,8.9,595,173,48743134,41226,PL,51.04790265,17.90349556,B16,Cropland,U111,B16,Cropland,U111,2018,0-20,5,4,71,25,4.2,4.6,13.5,10.8,0,123.8,1.2,109.7,1.096081238,1.260053926,NA,5820,Channel 30,DIETER,1.272917393,2.941210643,78.23620309,0.016270184,4.952791121,21.6,1,8/20/2019,n/a,n/a,1,33.7,13.06,75.44,120.19,540.12,0.436415541,94.11764706,Cropland
300,6/26/2018,17.96166627,86.40000129,12.4,470,755,30302240,49692,ES,42.05045074,-5.666318532,B54,Cropland,U111,E30,Grassland,U112,2018,0-20,14,20,44,36,5.4,6.13,5.92,5.3,0,10.6,0.8,69.3,1.233892313,1.534037096,NA,7147,Channel 8,KLAUS,0.769216791,5.83197044,155.1304137,0.004958517,7.652290653,21.6,1,5/22/2019,n/a,n/a,1,34.8,35.21,90.06,351.54,236.61,1.574983824,17.14285714,Cropland
301,6/19/2018,13.10466637,129.7000019,10.3,613,1306,31122070,49743,ES,40.69409529,-4.33381061,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,22,13,53,34,6.6,6.89,25.1,14.3,2,7.1,1.6,189.2,1.288036797,1.518980194,NA,7156,Channel 17,KLAUS,0.803617099,6.823164048,181.4961637,0.004427736,9.235615984,21.6,1,5/22/2019,n/a,n/a,1,112.03,34.86,253.17,369.52,739.6,1.289148837,62.5,Grassland
