"LUCAS_ID","CONTAINER_ID","X_LAEA","Y_LAEA","Elevation","AnnualPrecip","AnnualTemp","LC_Survey_Code","Country","LC_1","LC_2","LC_3","LC_4","CLC_2018","CLC_2012","CLC_2006","CLC_2000","CLC_1990","CLC.firstChange","CLC.lastChange","num.CLC.changes","time.since.CLC.change","MWD","WSA","Xylosidase","Cellulase","N.actylglucosaminidase","beta.glucosidase","Acid.phosphatase","O2_Measurement_ID","O2_Channel","O2_Device","Basal_respiration","MIRR","Cmic","qO2","H2O_percent_FW","glucose_per_sample_SIR","water_added_SIR","date_O2_Measurement","date_of_sampling","remarks","machine_factor","coarse_2009","clay_2009","silt_2009","sand_2009","pHinH2O_2009","pHinCaCl2_2009","OC_2009","CaCO3_2009","N_2009","P_2009","K_2009","CEC_2009","Repeated","coarse_2015","clay_2015","sand_2015","silt_2015","pHinCaCl2_2015","pHinH2O_2015","Electrical_conductivity_2015","OC_2015","CaCO3_2015","P_2015","N_2015","K_2015","CEC_2015","NUTS0","NUTS1","NUTS2","NUTS3","MonthlyPrecipSum","MonthlyMeanTemp","dates","MeanNDVI90days","MeanNDVI3years","Sum_burned_areas_1year","LC_5","clay_2009_shapefile","silt_2009_shapefile","sand_2009_shapefile","pHinH2O_2009_shapefile","pHinCaCl2_2009_shapefile","OC_2009_shapefile","clay_yearCombine","silt_yearCombine","sand_yearCombine","pHinH2O_yearCombine","pHinCaCl2_yearCombine","year_of_yearCombine"
34382102,43,3438000,2102000,210,358,161,"F40","SPAIN","Other bare soil","Other bare soil","Bare land and lichens/moss","Bare",211,211,211,211,"211",1990,1990,0,28,1.27479556650246,36.8421052631579,23.72,15.26,37.5,135.22,34.62,9296,"Channel 19","EMIL",0.293068203,5.244378368,139.5004646,0.00210084,10.65913996,0.0216,1,"4/10/19","n/a","n/a",1,7,33,52,15,7.9,7.7,"10.1","319",1.1,"0",231.3,20,"Yes",NA,NA,NA,NA,7.8,8.11,70.1,10.9,315,10.5,1.3,209.5,20.5,"ES","ES2","ES24","ES243",46.00000069,19.5853329,"2018-06-04",0.317,0.245730769230769,0,"Other",33,52,15,7.9,7.7,"10.1",33,52,15,7.9,7.7,2009
34382156,41,3438000,2156000,409,445,143,"E30","SPAIN","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",211,211,211,211,"211",1990,1990,0,28,2.18282283464567,41.9354838709678,102.37,44.91,85.36,426.23,116.76,8692,"Channel 15","EMIL",1.092528068,13.87082204,368.9638663,0.002961071,13.82819016,21.6,0.75,"5/15/19","n/a","n/a",1,14,30,43,28,8.34,7.61,"14","293",1.3,"12.6",223.4,18.5,"Yes",NA,NA,NA,NA,7.5,8.11,22.6,21.9,242,24.8,2,374.8,18.5,"ES","ES2","ES24","ES241",77.90000116,17.8259996,"2018-06-04",0.44,0.3272,0,"Grassland",30,43,28,8.34,7.61,"14",30,43,28,8.34,7.61,2009
34383700,364,3438000,3700000,262,1258,80,"E20","UK","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,"NA",1990,1990,0,28,1.50122142857143,92.5925925925926,214.42,85.07,279.31,610.02,2248.31,8670,"Channel 23","EMIL",7.221941992,51.19903321,1361.894283,0.005302865,47.51819987,21.6,1,"n/a","n/a","n/a",1,6,17,28,55,5.27,4.81,"114.8","1",7,"19",126.5,14.7,"Yes",NA,NA,NA,NA,4.2,4.33,160.5,219.8,0,58.6,12.5,183.8,13,"UK","UKM","UKM9","UKM95",44.40000066,13.4379997,"2018-07-04",0.723428571428572,0.67728,0,"Grassland",17,28,55,5.27,4.81,"114.8",17,28,55,5.27,4.81,2009
34442320,448,3444000,2320000,167,1241,139,"E20","FRANCE","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,"231",1990,1990,0,28,2.21883777777778,91.6666666666667,157.05,81.21,322.96,397.68,550.9,7008,"Channel 19","KLAUS",1.358342189,15.11229189,401.9869642,0.00337907,21.85683441,21.6,0.75,"4/24/19","n/a","n/a",1,10,32,38,30,5.98,5.3,"25.8","0",2.2,"0",136.7,9,"Yes",NA,NA,NA,NA,5.4,5.74,19.51,23,1,9.9,2.6,106.7,12.1,"FR","FRI","FRI1","FRI15",118.6000018,23.00133282,"2018-07-24",0.710222222222222,0.699137254901961,0,"Grassland",32,38,30,5.98,5.3,"25.8",32,38,30,5.98,5.3,2009
34461998,128,3446000,1998000,1143,497,107,"E10","SPAIN","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",323,323,323,323,"323",1990,1990,0,28,1.20670283018868,71.4285714285714,234.5,124.61,368.21,795.21,499.35,7181,"Channel 12","KLAUS",2.478746794,29.50164896,784.7438622,0.00315867,9.874504624,21.6,1.25,"5/27/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",19,22,30,48,7.2,7.51,21.2,65.5,413,13.7,5.9,439,29.8,"ES","ES2","ES24","ES242",92.30000138,11.56733307,"2018-05-30",0.3285,0.370716981132075,0,"Grassland",36,47,17,7.75,7.41,"32.8",22,48,30,7.51,7.2,2015
34483786,332,3448000,3786000,169,1322,83,"D20","UK","Shrubland without tree cover","Shrubland without tree cover","Shrubland","Shrubland",321,321,321,322,"NA",2006,2006,1,12,1.5731,83.3333333333333,291.99,63.46,120.03,412.61,1359.37,5347,"Channel 7","EMIL",3.962268084,33.85518727,900.5479814,0.004399841,18.70869344,21.6,1.75,"5/8/19","n/a","n/a",1,40,18,40,42,4.41,4.17,"55.6","0",5,"26.3",256.9,6.4,"Yes",NA,NA,NA,NA,4.4,4.65,76.8,97.9,0,43.5,8.6,241.6,10.9,"UK","UKM","UKM7","UKM77",46.00000069,12.81866638,"2018-07-11",0.748,0.563584415584416,0,"Other",18,40,42,4.41,4.17,"55.6",18,40,42,4.41,4.17,2009
34503420,859,3450000,3420000,138,844,94,"E20","UK","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,"NA",1990,1990,0,28,1.86230113636364,78.7878787878788,56.96,40.71,160.8,425.13,606.59,6894,"Channel 25","KLAUS",2.938892062,16.53785139,439.9068469,0.006680715,25.42589438,0.0252,0.5,"3/26/19","n/a","n/a",1,9,21,38,42,5.5,5.08,"55.4","0",5,"48.7",107.3,13.7,"Yes",NA,NA,NA,NA,4.6,4.74,371,119.8,0,151.8,10.7,3299.7,21.7,"UK","UKL","UKL2","UKL23",112.9000017,11.9286664,"2018-10-15",0.825,0.794222222222222,0,"Grassland",15.49635446,32.6581604,36.65227145,5.5,5.08,"55.4",15.49635446,32.6581604,36.65227145,5.5,5.08,2009
34543662,355,3454000,3662000,172,1405,87,"C10","UK","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",231,231,321,231,"NA",2006,2012,2,6,2.398859375,89.2857142857143,108.4,156.73,274.93,1096.6,1111.84,7094,"Channel 15","KLAUS",3.155803316,18.03316181,479.6821041,0.006578947,42.40079038,21.6,1,"5/8/19","n/a","n/a",1,29,17,35,48,4.1,3.58,"96.2","0",5.7,"367.7",263.9,12.3,"Yes",NA,NA,NA,NA,6.9,7.21,34.8,104.8,40,190.8,6.4,529.5,37.9,"UK","UKM","UKM9","UKM92",88.00000131,12.41366639,"2018-06-20",0.85,0.749518987341772,0,"Forest",17,35,48,4.1,3.58,"96.2",17,35,48,4.1,3.58,2009
34562164,441,3456000,2164000,379,458,143,"B13","SPAIN","Barley","Cereals","Cropland","Agriculture",213,213,213,213,"212",2000,2000,1,18,2.15520731707317,61.5384615384615,29.82,36.8,77.02,105.76,152.67,7059,"Channel 10","KLAUS",0.155198205,5.173273498,137.609075,0.00112782,12.03947368,21.6,1,"4/30/19","n/a","n/a",1,13,39,57,3,7.83,7.42,"14.7","253",1.5,"22.4",239.6,13.3,"Yes",NA,NA,NA,NA,7.6,7.82,143.5,20.6,204,43.2,1.8,275.5,14.6,"ES","ES2","ES24","ES241",15.00000022,24.89833278,"2018-07-23",0.509777777777778,0.480075471698113,0,"Agriculture",39,57,3,7.83,7.42,"14.7",39,57,3,7.83,7.42,2009
34602380,357,3460000,2380000,77,1005,141,"C22","FRANCE","Pine dominated coniferous woodland","Coniferous woodland","Woodland","Forest",324,324,312,312,"312",2012,2012,1,6,1.5976,58.6206896551724,88.76,18.09,82.11,141.49,607.08,8667,"Channel 20","EMIL",1.181835674,9.795394779,260.5575011,0.004535796,13.28216252,21.6,1,"n/a","n/a","n/a",1,3,14,31,55,5.71,4.79,"23.3","1",1.6,"13.2",187.3,5.8,"Yes",NA,NA,NA,NA,4.3,4.53,25.9,21,0,14.4,1.8,126.7,6,"FR","FRI","FRI1","FRI13",146.4000022,19.77333289,"2018-06-26",0.7635,0.660699029126214,0,"Forest",14,31,55,5.71,4.79,"23.3",14,31,55,5.71,4.79,2009
34662184,432,3466000,2184000,671,654,122,"D10","SPAIN","Shrubland with sparse tree cover","Shrubland with sparse tree cover","Shrubland","Shrubland",242,242,242,211,"211",2006,2006,1,12,1.55752336448598,81.4814814814815,111.76,63.18,165.68,618.85,235.69,5313,"Channel 3","DIETER",1.463818182,16.19757576,430.8555152,0.003397469,8.363878707,21.6,1,"5/6/19","n/a","n/a",1,14,19,41,40,8.15,7.46,"13.4","508",1.2,"35.7",101.6,12.8,"Yes",NA,NA,NA,NA,7.4,7.98,16.01,20.2,265,18.6,1.6,113.2,19.5,"ES","ES2","ES24","ES241",18.70000028,21.27266619,"2018-07-23",0.488,0.408,0,"Other",19,41,40,8.15,7.46,"13.4",19,41,40,8.15,7.46,2009
34702666,390,3470000,2666000,21,794,126,"F40","FRANCE","Other bare soil","Other bare soil","Bare land and lichens/moss","Bare",211,211,211,211,"211",1990,1990,0,28,1.4241162464986,51.5151515151515,24.84,69.92,100.59,403.98,229.95,5365,"Channel 25","EMIL",0.466201821,7.234166182,192.4288205,0.002422723,13.73433584,21.6,0.75,"5/8/19","n/a","n/a",1,7,20,58,21,6.64,5.99,"10.5","0",1,"43.4",156,8.9,"Yes",NA,NA,NA,NA,6.7,6.94,18.44,11.1,0,70.3,1.5,126.5,9.7,"FR","FRG","FRG0","FRG05",86.40000129,20.63766621,"2018-07-05",0.658666666666667,0.56692,0,"Other",20,58,21,6.64,5.99,"10.5",20,58,21,6.64,5.99,2009
34723194,450,3472000,3194000,138,820,100,"C10","UK","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",311,311,311,311,"NA",1990,1990,0,28,1.98927586206896,97.1428571428572,95.07,129.47,305.29,834.26,1129.77,9279,"Channel 2","EMIL",3.607856811,31.70540834,843.3638618,0.004277936,29.09180814,0.0432,0.5,"4/10/19","n/a","n/a",1,3,53,42,4,6.51,5.95,"65.2","1",5.1,"18.2",177.2,61.7,"Yes",NA,NA,NA,NA,6.6,6.62,84.4,75.4,3,17.7,6.9,211,66.6,"UK","UKK","UKK1","UKK15",0,19.06366624,"2018-07-16",0.788,0.514426966292135,0,"Forest",53,42,4,6.51,5.95,"65.2",53,42,4,6.51,5.95,2009
34762834,735,3476000,2834000,70,789,116,"B55","FRANCE","Temporary grasslands","Fodder crops","Cropland","Agriculture",231,231,231,231,"231",1990,1990,0,28,1.16224456521739,77.7777777777778,81.22,34.87,70.14,288.8,551.97,8870,"Channel 13","EMIL",0.526077508,12.57575758,334.5151515,0.001572657,7.31789191,21.6,1.5,"6/24/19","n/a","n/a",1,7,26,63,11,5.34,4.56,"20","0",2.5,"36.5",54.7,7.5,"Yes",NA,NA,NA,NA,4.3,4.65,27.6,21.5,1,40.1,2.9,99.7,5.3,"FR","FRH","FRH0","FRH03",42.10000063,18.66633292,"2018-09-04",0.7,0.692294736842105,0,"Agriculture",26,63,11,5.34,4.56,"20",26,63,11,5.34,4.56,2009
34862944,405,3486000,2944000,59,887,114,"E20","FRANCE","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,"231",1990,1990,0,28,1.86035518292683,100,42.65,38.31,245.73,311.28,554.36,5366,"Channel 26","EMIL",1.146197754,25.11446634,668.0448045,0.00171575,9.468244707,21.6,1.75,"5/8/19","n/a","n/a",1,6,24,56,20,6.95,6.55,"43.5","4",4.1,"16.2",94,22.1,"Yes",NA,NA,NA,NA,6.1,6.24,60.3,42.7,0,22.7,4.8,108.5,26.8,"FR","FRD","FRD1","FRD12",10.50000016,17.80033294,"2018-07-10",0.779428571428571,0.7284,0,"Grassland",24,56,20,6.95,6.55,"43.5",24,56,20,6.95,6.55,2009
34882068,782,3488000,2068000,279,467,156,"B75","SPAIN","Other fruit trees and berries","Permanent crops: fruit trees","Cropland","Agriculture",323,323,323,243,"243",2006,2006,1,12,0.850488536155203,13.5135135135135,16.02,6.02,19.58,106.99,32.98,7353,"Channel 4","KLAUS",0.226004084,4.802586794,127.7488087,0.001769129,2.634631317,21.6,1.25,"7/1/19","n/a","n/a",1,7,22,34,44,8.56,7.68,"15.7","527",0.8,"0",87.1,9.8,"Yes",NA,NA,NA,NA,7.8,8.44,17.37,27.8,432,8.9,0.8,81.2,13.4,"ES","ES2","ES24","ES243",21.70000032,25.13799944,"2018-09-18",0.275555555555556,0.296452830188679,0,"Agriculture",22,34,44,8.56,7.68,"15.7",22,34,44,8.56,7.68,2009
34902366,155,3490000,2366000,83,917,141,"B16","FRANCE","Maize","Cereals","Cropland","Agriculture",211,211,211,211,"211",1990,1990,0,28,0.998911490683233,43.5897435897436,22.87,36.88,92.74,233.08,288.77,7223,"Channel 24","KLAUS",0.619166029,4.127773527,109.7987758,0.005639098,13.0550474,21.6,1.5,"6/5/19","n/a","n/a",1,3,9,28,63,5.65,5.02,"6.3","0",0.8,"47.6",82.3,3.1,"Yes",NA,NA,NA,NA,5.8,6.22,14.79,6.9,0,24.3,0.9,101,9.5,"FR","FRI","FRI1","FRI13",150.8000022,20.74633287,"2018-07-02",0.543,0.581843137254902,0,"Agriculture",9,28,63,5.65,5.02,"6.3",9,28,63,5.65,5.02,2009
34902982,602,3490000,2982000,8,806,116,"E20","FRANCE","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",242,242,242,242,"242",1990,1990,0,28,1.04667903225806,67.6470588235294,88.19,45.83,226.66,317.49,870.77,7397,"Channel 18","KLAUS",1.846496107,11.23285132,298.793845,0.006179833,10.54726368,21.6,0.75,"7/8/19","n/a","n/a",1,8,16,32,53,5.34,5,"34.5","0",2.8,"15.1",66.1,5.8,"Yes",NA,NA,NA,NA,5.1,5.75,11.59,27.3,0,7.5,2.7,44.2,13.4,"FR","FRD","FRD1","FRD12",52.10000078,18.57566625,"2018-08-21",0.72,0.708860215053764,0,"Grassland",16,32,53,5.34,5,"34.5",16,32,53,5.34,5,2009
34982150,682,3498000,2150000,311,469,147,"B13","SPAIN","Barley","Cereals","Cropland","Agriculture",212,212,212,212,"212",1990,1990,0,28,0.720219537815129,57.1428571428572,15.1,23.94,38.78,161.73,93.25,7309,"Channel 20","KLAUS",0.227475163,4.075596666,108.4108713,0.002098269,2.861896839,21.6,1.25,"n/a","n/a","n/a",1,34,10,26,64,7.67,7.29,"14.5","116",1.6,"0",158.5,9.8,"Yes",NA,NA,NA,NA,7.4,7.95,24.5,14.7,126,12.3,1.5,106.3,10.6,"ES","ES2","ES24","ES241",18.20000027,26.88366607,"2018-08-06",0.517777777777778,0.445769230769231,0,"Agriculture",10,26,64,7.67,7.29,"14.5",10,26,64,7.67,7.29,2009
35002236,360,3500000,2236000,1718,963,52,"E20","FRANCE","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",321,321,321,321,"321",1990,1990,0,28,1.51355080213904,79.3103448275862,979.28,239.96,354.06,1129.66,2247.16,8569,"Channel 12","EMIL",3.103001017,27.23041709,724.3290946,0.004283966,35.09409046,0.0216,1,"4/24/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",17,16,28,55,4.5,5.01,26.8,92.2,0,31.8,9.7,234.4,14,"FR","FRJ","FRJ2","FRJ26",194.2000029,7.887999824,"2018-06-20",0.466,0.53744,0,"Grassland",24,51,24,8.23,7.32,"18",16,55,28,5.01,4.5,2015
35042146,575,3504000,2146000,306,496,147,"E30","SPAIN","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",121,121,121,212,"212",2006,2006,1,12,1.5111007751938,87.5,81.68,101.91,197.67,591.1,274.82,8840,"Channel 13","EMIL",0.97808875,24.60504511,654.4942,0.001494419,10.26107072,21.6,1.25,"6/19/19","n/a","n/a",1,14,27,37,35,7.67,7.2,"17.1","177",1.9,"28.5",575.9,13.5,"Yes",NA,NA,NA,NA,7.5,8.04,28.8,17.7,143,32.4,2,293.3,17,"ES","ES2","ES24","ES241",18.30000027,26.98833273,"2018-08-06",0.691555555555556,0.5696,0,"Grassland",27,37,35,7.67,7.2,"17.1",27,37,35,7.67,7.2,2009
35062104,560,3506000,2104000,339,482,149,"F40","SPAIN","Other bare soil","Other bare soil","Bare land and lichens/moss","Bare",211,211,211,211,"211",1990,1990,0,28,2.00108797653959,26.4705882352941,42.84,15.39,35.19,199.22,89.68,7297,"Channel 8","KLAUS",0.785298399,5.738719068,152.6499272,0.00514444,9.262010896,21.6,1.25,"n/a","n/a","n/a",1,13,27,55,18,8.5,7.62,"10.5","364",1.3,"27.7",15.9,15.1,"Yes",NA,NA,NA,NA,7.8,8.2,21.5,10.3,364,32.5,1.7,153.6,20.4,"ES","ES2","ES24","ES241",27.0000004,27.75766605,"2018-08-08",0.303555555555556,0.283607843137255,0,"Other",27,55,18,8.5,7.62,"10.5",27,55,18,8.5,7.62,2009
35062950,409,3506000,2950000,72,872,113,"E20","FRANCE","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,"231",1990,1990,0,28,1.59817426710098,70.2702702702703,117.37,79.47,151.12,486.1,807.1,7108,"Channel 29","KLAUS",0.981641659,19.43748161,517.0370109,0.001898591,7.404380517,21.6,1.75,"5/8/19","n/a","n/a",1,8,18,60,22,6.43,6.18,"32.2","1",3.1,"67.4",408,10.9,"Yes",NA,NA,NA,NA,5.4,5.79,13.94,33.2,0,64.6,3.8,243.1,3.6,"FR","FRD","FRD1","FRD12",6.7000001,17.9699996,"2018-07-10",0.738,0.750112359550562,0,"Grassland",18,60,22,6.43,6.18,"32.2",18,60,22,6.43,6.18,2009
35142218,637,3514000,2218000,1408,1079,72,"C10","SPAIN","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",313,313,313,322,"322",2006,2006,1,12,1.8348340909091,97.1428571428571,85.14,112.1,445.69,831.93,1047.6,7491,"Channel 22","KLAUS",3.872727273,50.96969697,1355.793939,0.002856428,24.370444,21.6,1,"n/a","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",34,20,29,51,6.8,7.01,21.8,87.6,5,24.4,7,404.7,46.8,"ES","ES2","ES24","ES241",54.10000081,19.3273329,"2018-09-05",0.771555555555556,0.745538461538462,0,"Forest",24,51,24,8.23,7.32,"18",20,51,29,7.01,6.8,2015
35162564,568,3516000,2564000,11,774,131,"E30","FRANCE","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",231,231,231,231,"231",1990,1990,0,28,2.11093548387097,85.7142857142857,77.92,75.07,90.31,411.05,235.47,8854,"Channel 27","EMIL",0.27773864,13.64330163,362.9118234,0.000765306,6.0244952,21.6,1.25,"6/19/19","n/a","n/a",1,25,24,32,44,7.81,7.38,"26.5","203",1.7,"49.5",188.5,21,"Yes",NA,NA,NA,NA,7.2,7.38,33.9,16.3,194,41.5,2.3,287.1,22.2,"FR","FRI","FRI3","FRI31",23.10000034,22.75999949,"2018-08-02",0.612444444444444,0.501333333333333,0,"Grassland",24,32,44,7.81,7.38,"26.5",24,32,44,7.81,7.38,2009
35162590,229,3516000,2590000,54,856,127,"B11","FRANCE","Common wheat","Cereals","Cropland","Agriculture",211,211,211,211,"211",1990,1990,0,28,1.63855853658536,68.75,225.18,114.18,138.43,690.76,259.05,7197,"Channel 28","KLAUS",1.911068864,27.23419237,724.429517,0.002638033,21.82959049,21.6,0.75,"5/27/19","n/a","n/a",1,34,27,47,26,7.96,7.45,"21.3","510",2.8,"29.3",381.9,23.5,"Yes",NA,NA,NA,NA,7.4,7.72,30.8,27.9,385,26.2,3.4,341,30,"FR","FRI","FRI3","FRI32",101.1000015,17.48766628,"2018-06-05",0.480444444444444,0.407881188118812,0,"Agriculture",27,47,26,7.96,7.45,"21.3",27,47,26,7.96,7.45,2009
35182124,715,3518000,2124000,224,423,154,"B16","SPAIN","Maize","Cereals","Cropland","Agriculture",212,212,212,212,"212",1990,1990,0,28,1.57694444444444,66.6666666666667,50.92,82.94,107.56,443.51,171.47,8783,"Channel 16","EMIL",0.347214299,11.67902643,310.6621031,0.001117659,12.68470862,21.6,1,"6/5/19","n/a","n/a",1,10,21,37,42,8.04,7.43,"12.8","192",1.8,"14.2",0,14.2,"Yes",NA,NA,NA,NA,7.4,7.84,18.62,17.6,153,26.8,2.2,101.2,13.8,"ES","ES2","ES24","ES241",16.00000024,24.53899945,"2018-09-12",0.560444444444445,0.591247524752475,0,"Agriculture",21,37,42,8.04,7.43,"12.8",21,37,42,8.04,7.43,2009
35223718,226,3522000,3718000,74,654,91,"B55","UK","Temporary grasslands","Fodder crops","Cropland","Agriculture",211,211,211,211,"NA",1990,1990,0,28,1.35447222222222,76.6666666666667,97.31,121.8,329.19,729.47,725.47,7201,"Channel 2","KLAUS",0.831411831,24.89006489,662.0757261,0.001255765,11.93408788,21.6,1.5,"6/5/19","n/a","n/a",1,8,16,23,62,6.3,5.84,"21.4","0",1.6,"62.7",149.7,11.8,"Yes",NA,NA,NA,NA,6.8,6.99,26.5,20.9,3,70.1,2,267.6,16.9,"UK","UKM","UKM7","UKM73",24.00000036,12.27799973,"2018-06-06",0.743428571428571,0.697752808988764,0,"Agriculture",16,23,62,6.3,5.84,"21.4",16,23,62,6.3,5.84,2009
35282092,12,3528000,2092000,159,423,160,"B75","SPAIN","Other fruit trees and berries","Permanent crops: fruit trees","Cropland","Agriculture",222,222,222,222,"242",2000,2000,1,18,1.5283544600939,28.2051282051282,26.85,55.39,88.98,429.41,121.5,8703,"Channel 26","EMIL",0.865671642,6.71641791,178.6567164,0.004845447,8.173712021,21.6,1,"5/15/19","n/a","n/a",1,6,19,43,38,8.1,7.74,"17.6","335",1.1,"0",254.4,10.1,"Yes",NA,NA,NA,NA,7.9,8.16,120.8,13.5,330,0,1.1,104.4,7,"ES","ES5","ES51","ES513",23.50000035,16.71799963,"2018-05-22",0.5495,0.5546,0,"Agriculture",19,43,38,8.1,7.74,"17.6",19,43,38,8.1,7.74,2009
35303690,227,3530000,3690000,221,808,83,"B13","UK","Barley","Cereals","Cropland","Agriculture",211,211,211,242,"NA",2006,2006,1,12,1.5962263681592,42.8571428571428,45.69,63.52,91.41,454.25,508.78,7184,"Channel 15","KLAUS",1.290493997,9.583415338,254.918848,0.005062372,16.19660234,21.6,1,"5/27/19","n/a","n/a",1,34,15,34,52,5.71,5.23,"29.4","1",2.9,"84.8",414.4,12,"Yes",NA,NA,NA,NA,5.2,5.6,26.3,17.3,0,38.7,2,220.1,9.9,"UK","UKM","UKM9","UKM91",39.60000059,12.20233306,"2018-06-06",0.6805,0.6822,0,"Agriculture",15,34,52,5.71,5.23,"29.4",15,34,52,5.71,5.23,2009
35342068,284,3534000,2068000,304,495,152,"B81","SPAIN","Olive groves","Other permanent crops","Cropland","Agriculture",223,223,223,223,"223",1990,1990,0,28,1.63115606060606,90.4761904761905,44,24.1,68.16,332.39,73.95,8805,"Channel 8","EMIL",0.320575843,6.071512172,161.5022238,0.001984962,5.570291777,21.6,1.25,"6/11/19","n/a","n/a",1,10,35,52,13,8.54,7.59,"18.9","642",0.7,"11.7",145.1,12.7,"Yes",NA,NA,NA,NA,7.8,8.44,15.04,19.3,687,7.3,0.6,93.5,15.9,"ES","ES5","ES51","ES514",59.90000089,19.4483329,"2018-06-18",0.382222222222222,0.367547169811321,0,"Agriculture",35,52,13,8.54,7.59,"18.9",35,52,13,8.54,7.59,2009
35342564,543,3534000,2564000,42,843,129,"B82","FRANCE","Vineyards","Other permanent crops","Cropland","Agriculture",221,221,221,221,"221",1990,1990,0,28,2.07857543103448,92.5925925925926,108.6,43.21,107.56,431.11,226.51,7330,"Channel 11","KLAUS",0.747174871,27.1314563,721.6967375,0.001035303,13.24360253,21.6,1,"6/24/19","n/a","n/a",1,38,47,42,11,7.85,7.37,"30.2","337",3.1,"72.9",949.1,30.8,"Yes",NA,NA,NA,NA,7.4,7.64,28.1,27.2,284,61.5,3.2,722.9,34,"FR","FRI","FRI3","FRI31",21.00000031,22.56966616,"2018-08-02",0.532888888888889,0.458226804123711,0,"Agriculture",47,42,11,7.85,7.37,"30.2",47,42,11,7.85,7.37,2009
35402092,741,3540000,2092000,246,447,154,"B81","SPAIN","Olive groves","Other permanent crops","Cropland","Agriculture",223,223,223,242,"242",2006,2006,1,12,1.42140672451193,39.4736842105263,63.2,39.81,73.66,409.31,90.53,7332,"Channel 13","KLAUS",0.461031071,18.00902621,479.0400972,0.000962406,4.413472706,21.6,1.5,"6/24/19","n/a","n/a",1,7,29,56,14,8.15,7.54,"11.8","313",1.4,"28.3",303.9,15.9,"Yes",NA,NA,NA,NA,7.7,8.32,31,16.2,265,14.1,1.2,191,17.5,"ES","ES5","ES51","ES513",21.80000032,25.43033276,"2018-09-03",0.217333333333333,0.27895145631068,0,"Agriculture",29,56,14,8.15,7.54,"11.8",29,56,14,8.15,7.54,2009
35423508,452,3542000,3508000,347,1270,78,"E20","UK","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",321,321,321,321,"NA",1990,1990,0,28,1.20640551181102,85.7142857142857,46.71,7.91,83.5,130.85,1097.2,8585,"Channel 28","EMIL",1.444790855,20.7014809,550.659392,0.002623747,36.17973802,0.0216,1.25,"4/24/19","n/a","n/a",1,13,20,40,40,5.77,5.31,"61.5","7",3,"0",25.8,14.3,"Yes",NA,NA,NA,NA,5.1,5.16,65.4,71.3,0,18.4,5,97,13.3,"UK","UKE","UKE2","UKE22",7.600000113,15.57499965,"2018-07-13",0.585777777777778,0.594506666666667,0,"Grassland",20,40,40,5.77,5.31,"61.5",20,40,40,5.77,5.31,2009
35442636,495,3544000,2636000,79,713,122,"B16","FRANCE","Maize","Cereals","Cropland","Agriculture",112,112,112,112,"112",1990,1990,0,28,1.9402264957265,73.3333333333333,47.37,64.84,128.97,352.48,439.04,7015,"Channel 26","KLAUS",0.223590533,17.94047848,477.2167276,0.00046853,14.02812242,21.6,1,"4/24/19","n/a","n/a",1,14,34,45,21,7.05,6.54,"38.4","3",3.9,"77.9",296.4,29.7,"Yes",NA,NA,NA,NA,7.3,7.5,20.6,36.7,12,60.8,4.2,326.1,31,"FR","FRI","FRI3","FRI33",48.40000072,22.34066617,"2018-07-24",0.778666666666667,0.672448979591837,0,"Agriculture",34,45,21,7.05,6.54,"38.4",34,45,21,7.05,6.54,2009
