LUCAS_ID,X_LAEA,Y_LAEA,LC,Specific,Broad,Ours,Bas,MIRR,Cmic,qO2,H2O_FW
52423612,5242000,3612000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,0.625740442,13.50804763,359.3140669,0.001741486,8.160237389
41183328,4118000,3328000,Common wheat,Cereals,Cropland,Agriculture,1.828381148,11.85849271,315.4359062,0.005796363,16.40256959
50363736,5036000,3736000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.187671987,15.37882957,409.0768666,0.002903298,9.180273242
36322504,3632000,2504000,Temporary grasslands,Fodder crops,Cropland,Agriculture,1.148015089,11.48015089,305.3720137,0.003759398,6.010467668
52364076,5236000,4076000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.268222176,14.96730677,398.13036,0.003185445,19.67158733
30142056,3014000,2056000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.876397516,6.143374741,163.4137681,0.005363058,9.00098912
41283342,4128000,3342000,Common wheat,Cereals,Cropland,Agriculture,0.513367917,8.721734504,231.9981378,0.002212811,16.42487911
53084148,5308000,4148000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,10.49940048,44.95003997,1195.671063,0.008781178,66.86531585
37423086,3742000,3086000,Barley,Cereals,Cropland,Agriculture,0.883448643,19.97575543,531.3550943,0.001662633,7.209876543
50523678,5052000,3678000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.518194791,9.969080747,265.1775479,0.001954143,6.892542767
49984648,4998000,4648000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,1.783348254,15.17084452,403.5444643,0.004419211,26.03873531
32062352,3206000,2352000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,2.920653174,15.71680466,418.067004,0.006986089,27.7020286
50703742,5070000,3742000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,0.217540323,12.32728495,327.9057796,0.000663423,18.3001153
47884100,4788000,4100000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,4.100163755,34.96088064,929.959425,0.004408971,39.28748964
50124366,5012000,4366000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.714162795,4.570641886,121.5790742,0.00587406,4.029727498
40963282,4096000,3282000,Potatoes,Root crops,Cropland,Agriculture,0.380868337,2.832097894,75.33380398,0.005055743,6.129887343
32182122,3218000,2122000,Shrubland without tree cover,Shrubland without tree cover,Shrubland,Other,1.62962257,14.66132927,389.9913585,0.004178612,13.78800329
38802318,3880000,2318000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.632819269,13.0399122,346.8616646,0.001824414,4.24755268
50163796,5016000,3796000,Common wheat,Cereals,Cropland,Agriculture,0.646273637,7.334692869,195.1028303,0.003312477,11.03414151
46283924,4628000,3924000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.959964413,10.14116251,269.7549229,0.003558654,6.768414068
30501774,3050000,1774000,Durum wheat,Cereals,Cropland,Agriculture,0.390868141,13.98385398,371.970516,0.001050804,6.221198157
52404058,5240000,4058000,Potatoes,Root crops,Cropland,Agriculture,0.583626318,3.612924828,96.10380044,0.006072874,14.85388453
51144548,5114000,4548000,Other coniferous woodland,Coniferous woodland,Woodland,Forest,2.947889374,15.54488113,413.4938379,0.007129222,43.41021417
46162668,4616000,2668000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,4.990790899,22.93066089,609.9555796,0.00818222,38.7423262
51323464,5132000,3464000,Triticale,Cereals,Cropland,Agriculture,0.208962739,6.487795521,172.5753609,0.001210849,1.488095238
53443794,5344000,3794000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.083151462,20.95227703,557.3305689,0.00373773,24.45177246
53043800,5304000,3800000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0,8.543151227,227.2478226,0,9.010806318
46863958,4686000,3958000,Common wheat,Cereals,Cropland,Agriculture,0.578759163,8.45878777,225.0037547,0.00257222,7.934156379
30742170,3074000,2170000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.161650142,8.572355996,228.0246695,0.000708915,4.546222748
50144226,5014000,4226000,Other coniferous woodland,Coniferous woodland,Woodland,Forest,2.298361934,8.848153926,235.3608944,0.009765267,13.59730413
51264552,5126000,4552000,Other mixed woodland,Mixed woodland,Woodland,Forest,9.436514523,67.73167358,1801.662517,0.00523767,80.11879228
50344366,5034000,4366000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.697478992,7.186147186,191.1515152,0.003648828,13.19628647
37922448,3792000,2448000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.558380598,21.37362279,568.5383663,0.00274103,15.16509043
42483322,4248000,3322000,Barley,Cereals,Cropland,Agriculture,0.397743082,9.066831556,241.1777194,0.00164917,8.097741156
34102020,3410000,2020000,Shrubland without tree cover,Shrubland without tree cover,Shrubland,Other,0.170813845,3.623323979,96.38041784,0.001772288,11.49196887
42242404,4224000,2404000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.266881029,4.843396451,128.8343456,0.002071505,8.214461387
28782280,2878000,2280000,Shrubland with sparse tree cover,Shrubland with sparse tree cover,Shrubland,Other,2.140614488,18.05561785,480.2794349,0.004457019,26.39484979
52024360,5202000,4360000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,1.479940565,11.74556004,312.431897,0.004736842,21.6661124
35342068,3534000,2068000,Olive groves,Other permanent crops,Cropland,Agriculture,0.320575843,6.071512172,161.5022238,0.001984962,5.570291777
36302512,3630000,2512000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.63341694,15.6402341,416.030227,0.003926198,13.88935039
51344234,5134000,4234000,Dry pulses,"Dry pulses, vegetables, and flowers",Cropland,Agriculture,0.488618524,5.537676609,147.3021978,0.003317116,16.05995717
51324422,5132000,4422000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.834501348,13.57232704,361.0238994,0.005081385,7.818452874
51684292,5168000,4292000,Oats,Cereals,Cropland,Agriculture,0.256383855,6.267160901,166.70648,0.001537936,19.58933598
50204184,5020000,4184000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.442907942,19.40273937,516.1128671,0.002795722,16.48242864
52624148,5262000,4148000,Other leguminous and mixtures for fodder,Fodder crops,Cropland,Agriculture,0.619765739,5.995119571,159.4701806,0.003886405,2.941594429
52863814,5286000,3814000,Barley,Cereals,Cropland,Agriculture,0.320935371,11.76763027,313.0189652,0.00102529,10.20171958
45382568,4538000,2568000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.316444826,35.69700873,949.5404322,0.002439543,22.30191827
49864226,4986000,4226000,Oats,Cereals,Cropland,Agriculture,0.665573173,13.10977462,348.7200049,0.001908618,9.768130242
52823760,5282000,3760000,Other mixed woodland,Mixed woodland,Woodland,Forest,0.985783696,6.173594865,164.2176234,0.006002911,8.011918557
51784294,5178000,4294000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,4.981688708,27.37114276,728.0723974,0.006842299,34.68438538
48743134,4874000,3134000,Maize,Cereals,Cropland,Agriculture,1.272917393,2.941210643,78.23620309,0.016270184,4.952791121
30302240,3030000,2240000,Mixed cereals for fodder,Fodder crops,Cropland,Agriculture,0.769216791,5.83197044,155.1304137,0.004958517,7.652290653
46382836,4638000,2836000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,3.044657097,18.45915293,491.013468,0.006200761,37.53943218
42143270,4214000,3270000,Potatoes,Root crops,Cropland,Agriculture,0.877913231,10.36632007,275.7441138,0.003183797,8.135704875
28982458,2898000,2458000,Other mixed woodland,Mixed woodland,Woodland,Forest,2.130622444,8.296228987,220.679691,0.009654819,27.45550428
51544350,5154000,4350000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,5.654315305,23.05024933,613.1366321,0.00922195,28.25297226
30301704,3030000,1704000,Olive groves,Other permanent crops,Cropland,Agriculture,0.014320221,11.16977226,297.115942,4.82E-05,4.193822613
38282398,3828000,2398000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,2.633008501,16.00456148,425.7213353,0.006184817,19.54962469
28742296,2874000,2296000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.903822938,13.63849765,362.7840376,0.005247813,17.30449251
41922438,4192000,2438000,Vineyards,Other permanent crops,Cropland,Agriculture,0.871515846,10.93356243,290.8327606,0.002996622,12.80173131
34002034,3400000,2034000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.846938776,6.445257348,171.4438455,0.004940036,13.44775871
42622450,4262000,2450000,Maize,Cereals,Cropland,Agriculture,1.080015537,8.382210138,222.9667897,0.00484384,14.36886745
39482532,3948000,2532000,Common wheat,Cereals,Cropland,Agriculture,0.786800215,8.808203661,234.2982174,0.003358114,7.800131926
52844586,5284000,4586000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.953160018,14.01314807,372.7497385,0.00523987,25.95419847
51104260,5110000,4260000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.512145749,21.50607287,572.0615385,0.002643327,18.19837721
41243258,4124000,3258000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,2.47146402,8.2382134,219.1364764,0.011278195,46.31140716
47284000,4728000,4000000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.427163833,29.13124678,774.8911643,0.00184176,13.57488729
33181812,3318000,1812000,Vineyards,Other permanent crops,Cropland,Agriculture,0,2.898603083,77.102842,0,7.671781187
44442424,4444000,2424000,Soya,Non-permanent industrial crops,Cropland,Agriculture,0.638093408,6.434108527,171.1472868,0.003728329,13.18204572
52763758,5276000,3758000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,1.253679318,12.85824942,342.0294345,0.003665414,13.60214154
46803982,4680000,3982000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,3.88944495,19.69896876,523.992569,0.00742271,26.35282292
33401850,3340000,1850000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,0.978951189,12.90207464,343.1951854,0.002852462,9.313806154
56621496,5662000,1496000,Olive groves,Other permanent crops,Cropland,Agriculture,0.462221553,11.03501906,293.5315071,0.001574691,5.758865248
49744242,4974000,4242000,Oats,Cereals,Cropland,Agriculture,1.002142162,7.758519961,206.376631,0.00485589,15.13799372
32122142,3212000,2142000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.70029347,11.57006603,307.7637564,0.002275425,9.928960846
41302368,4130000,2368000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,3.2825937,26.33708899,700.566567,0.004685627,27.74547267
41463292,4146000,3292000,Barley,Cereals,Cropland,Agriculture,0.690489696,5.49253167,146.1013424,0.004726101,12.37574553
43022698,4302000,2698000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,5.796956847,35.26482082,938.0442338,0.006179833,33.19446759
34483786,3448000,3786000,Shrubland without tree cover,Shrubland without tree cover,Shrubland,Other,3.962268084,33.85518727,900.5479814,0.004399841,18.70869344
43182690,4318000,2690000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,4.341074313,37.71203554,1003.140145,0.004327485,29.72896268
37442866,3744000,2866000,Durum wheat,Cereals,Cropland,Agriculture,0.310529129,9.365164202,249.1133678,0.001246537,7.207802943
39762280,3976000,2280000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,2.219690967,43.02363973,1144.428817,0.001939562,16.45150612
31063480,3106000,3480000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.501510574,7.719329424,205.3341627,0.002442412,5.093607691
46202106,4620000,2106000,Other fresh vegetables,"Dry pulses, vegetables, and flowers",Cropland,Agriculture,1.014501761,8.826738485,234.7912437,0.004320867,20.24124256
51424242,5142000,4242000,Other leguminous and mixtures for fodder,Fodder crops,Cropland,Agriculture,1.137892555,11.51123864,306.1989479,0.003716187,11.33568905
46121612,4612000,1612000,Olive groves,Other permanent crops,Cropland,Agriculture,0.797004033,10.52045324,279.8440561,0.002848029,13.24558481
41062870,4106000,2870000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.526030579,24.68421392,656.6000903,0.00232414,14.56679894
45042534,4504000,2534000,Vineyards,Other permanent crops,Cropland,Agriculture,1.162606577,9.66030586,256.9641359,0.004524392,18.11835106
29901692,2990000,1692000,Olive groves,Other permanent crops,Cropland,Agriculture,0.379328529,6.22487842,165.581766,0.002290883,5.811258278
47842050,4784000,2050000,Durum wheat,Cereals,Cropland,Agriculture,0.725008088,8.726949207,232.1368489,0.003123193,11.69832881
42863320,4286000,3320000,Maize,Cereals,Cropland,Agriculture,0.393918088,4.279603914,113.8374641,0.003460355,6.214968678
52324108,5232000,4108000,Common wheat,Cereals,Cropland,Agriculture,0.879803142,9.478831472,252.1369172,0.003489386,11.80300501
41383284,4138000,3284000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.397763578,0.200890696,5.343692516,0.07443609,2.256919801
30962066,3096000,2066000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.476072094,14.15717147,376.580761,0.006575142,20.45154911
52084354,5208000,4354000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.426891991,6.667646338,177.3593926,0.002406932,3.04886736
34543662,3454000,3662000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,3.155803316,18.03316181,479.6821041,0.006578947,42.40079038
31123392,3112000,3392000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.407763023,21.47769833,571.3067756,0.004214484,18.21219716
34602380,3460000,2380000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.181835674,9.795394779,260.5575011,0.004535796,13.28216252
37242276,3724000,2276000,Vineyards,Other permanent crops,Cropland,Agriculture,1.194470744,12.20665278,324.696964,0.003678725,11.43719604
51244342,5124000,4342000,Other mixed woodland,Mixed woodland,Woodland,Forest,6.097411003,23.18985976,616.8502697,0.00988475,48.46564376
44662142,4466000,2142000,Triticale,Cereals,Cropland,Agriculture,0.624903475,7.744530245,206.0045045,0.003033446,14.25260718
32682270,3268000,2270000,Barley,Cereals,Cropland,Agriculture,0,8.8308369,234.9002615,0,7.763157895
53504414,5350000,4414000,Barley,Cereals,Cropland,Agriculture,0.328594565,14.98590367,398.6250375,0.00082432,6.447811448
34383700,3438000,3700000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,7.221941992,51.19903321,1361.894283,0.005302865,47.51819987
30462170,3046000,2170000,Maize,Cereals,Cropland,Agriculture,0.504559271,1.354835078,36.03861308,0.014000519,2.406064601
27181846,2718000,1846000,Olive groves,Other permanent crops,Cropland,Agriculture,0.666723637,4.302968154,114.4589529,0.005825002,2.920192467
39882450,3988000,2450000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.900569192,12.69654927,337.7282106,0.00266655,6.471468974
32042062,3204000,2062000,Barley,Cereals,Cropland,Agriculture,0.528755972,9.35114729,248.7405179,0.002125733,6.035916196
44522550,4452000,2550000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,3.024576271,22.68432203,603.4029661,0.005012531,21.13617377
27461892,2746000,1892000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.471997243,6.245620082,166.1334942,0.002841072,4.493087558
48664836,4866000,4836000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.188961449,8.509233902,226.3456218,0.005252858,20.2452957
47602574,4760000,2574000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,2.67680258,18.67388467,496.7253321,0.005388899,27.60173449
29582266,2958000,2266000,Shrubland without tree cover,Shrubland without tree cover,Shrubland,Other,3.043270326,20.85553784,554.7573066,0.005485769,26.73118638
52624364,5262000,4364000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,4.683641368,18.16882947,483.2908638,0.009691144,15.98942848
29462254,2946000,2254000,Shrubland without tree cover,Shrubland without tree cover,Shrubland,Other,4.606318853,17.30963764,460.4363611,0.010004246,19.44072338
32142066,3214000,2066000,Rape and turnip rape,Non-permanent industrial crops,Cropland,Agriculture,0.540478705,6.476006101,172.2617623,0.003137543,6.407511118
47443998,4744000,3998000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.424556771,13.30629951,353.947567,0.004024768,10.59021922
53744506,5374000,4506000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,1.375505255,11.1270547,295.9796551,0.004647297,17.94361526
32342056,3234000,2056000,Durum wheat,Cereals,Cropland,Agriculture,0.625551471,24.36090686,648.0001225,0.000965357,8.216635735
43742350,4374000,2350000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,7.032656664,61.90203001,1646.593998,0.004271033,24.09981578
32202034,3220000,2034000,Barley,Cereals,Cropland,Agriculture,0.427835052,5.655290911,150.4307382,0.002844067,7.527942143
45662242,4566000,2242000,Lucerne,Fodder crops,Cropland,Agriculture,0,27.23947926,724.5701483,0,8.020050125
27481894,2748000,1894000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.878078391,16.55393687,440.3347208,0.001994116,3.916013998
29422254,2942000,2254000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.765957447,16.45551257,437.7166344,0.004034476,31.59113463
40262632,4026000,2632000,Other mixed woodland,Mixed woodland,Woodland,Forest,4.979570727,30.54995259,812.6287389,0.006127732,35.71072319
34702666,3470000,2666000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.466201821,7.234166182,192.4288205,0.002422723,13.73433584
48282902,4828000,2902000,Maize,Cereals,Cropland,Agriculture,0.595633219,10.07612862,268.0250214,0.002222305,8.021452145
33762252,3376000,2252000,Barley,Cereals,Cropland,Agriculture,0.824332713,10.36140423,275.6133526,0.002990903,19.66422872
31602148,3160000,2148000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0,27.23058961,724.3336836,0,4.194630872
45762134,4576000,2134000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.32618862,13.63925695,362.8042349,0.003655384,14.80743692
48002880,4800000,2880000,Rape and turnip rape,Non-permanent industrial crops,Cropland,Agriculture,0,5.560383849,147.9062104,0,7.471938348
48482928,4848000,2928000,Common wheat,Cereals,Cropland,Agriculture,0.790910757,7.909107568,210.3822613,0.003759398,10.23194604
46861592,4686000,1592000,Durum wheat,Cereals,Cropland,Agriculture,0.475009538,8.33905634,221.8188986,0.00214143,13.19754926
41342812,4134000,2812000,Vineyards,Other permanent crops,Cropland,Agriculture,0.324679943,14.56140351,387.3333333,0.000838244,6.407056083
46383708,4638000,3708000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,3.768962076,11.52777778,306.6388889,0.012291207,32.41146712
54581630,5458000,1630000,Shrubland with sparse tree cover,Shrubland with sparse tree cover,Shrubland,Other,0,6.191421524,164.6918125,0,8.895100296
30662118,3066000,2118000,Barley,Cereals,Cropland,Agriculture,0,8.593359514,228.5833631,0,6.493072943
32682126,3268000,2126000,Common wheat,Cereals,Cropland,Agriculture,0,7.54759875,200.7661267,0,3.025793651
34862944,3486000,2944000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.146197754,25.11446634,668.0448045,0.00171575,9.468244707
38343016,3834000,3016000,Sugar beet,Root crops,Cropland,Agriculture,0,8.740380721,232.4941272,0,4.713860404
54361648,5436000,1648000,Shrubland with sparse tree cover,Shrubland with sparse tree cover,Shrubland,Other,0,18.16108007,483.08473,0,4.51741957
35062950,3506000,2950000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.981641659,19.43748161,517.0370109,0.001898591,7.404380517
38922830,3892000,2830000,Barley,Cereals,Cropland,Agriculture,0.439929329,17.20612485,457.6829211,0.00096121,6.969099277
47164540,4716000,4540000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,23.81635581,104.7919656,2787.466284,0.008544087,88.36199699
41722878,4172000,2878000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.791490922,6.545021089,174.097561,0.004546249,9.463722397
35582196,3558000,2196000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,5.955478712,62.24551545,1655.730711,0.003596888,21.61612739
41622476,4162000,2476000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.081041968,9.323272001,247.9990352,0.004359057,18.3628692
40322908,4032000,2908000,Rape and turnip rape,Non-permanent industrial crops,Cropland,Agriculture,0.340378549,15.18611987,403.9507886,0.000842624,9.955972163
27742232,2774000,2232000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.879000781,6.155347385,163.7322404,0.011476059,14.12770236
50424512,5042000,4512000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,3.809553479,20.9726549,557.8726203,0.006828716,18.4174856
45124486,4512000,4486000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,2.173427774,15.43965085,410.6947127,0.005292076,21.86818715
49624302,4962000,4302000,Common wheat,Cereals,Cropland,Agriculture,2.093113482,19.92483026,530.000485,0.003949267,31.40385895
45342706,4534000,2706000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.144402163,19.3384071,514.4016289,0.004168731,28.80365036
45644484,4564000,4484000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,1.964497041,11.93704799,317.5254767,0.006186896,33.39901478
39962440,3996000,2440000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.505668934,22.37591333,595.1992945,0.002529689,11.56417112
34202866,3420000,2866000,Maize,Cereals,Cropland,Agriculture,0.666607175,9.332500446,248.2445119,0.002685285,7.235099338
40602702,4060000,2702000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.67222007,17.41895906,463.344311,0.003609023,14.59298478
50504430,5050000,4430000,Other mixed woodland,Mixed woodland,Woodland,Forest,1.531759657,6.055793991,161.0841202,0.009509067,22.38507662
46642928,4664000,2928000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.81811419,8.901494018,236.7797409,0.00345517,9.948082398
52004440,5200000,4440000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,4.241640379,19.02628812,506.0992639,0.008381044,47.64657308
28721676,2872000,1676000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0,14.56654888,387.4702002,0,6.600660066
38722726,3872000,2726000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.758506708,11.56588243,307.6524726,0.002465466,14.22615077
46762986,4676000,2986000,Rape and turnip rape,Non-permanent industrial crops,Cropland,Agriculture,0.864261807,5.967522003,158.7360853,0.005444646,11.69129721
27101814,2710000,1814000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0,16.71361502,444.5821596,0,1.388888889
47344522,4734000,4522000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,4.830280547,22.0666203,586.9720999,0.008229148,29.20223244
30402208,3040000,2208000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.015791476,7.579908676,201.6255708,7.83E-05,13.00893744
33622266,3362000,2266000,Barley,Cereals,Cropland,Agriculture,0,12.75449466,339.2695578,0,9.468822171
34562164,3456000,2164000,Barley,Cereals,Cropland,Agriculture,0.155198205,5.173273498,137.609075,0.00112782,12.03947368
52584544,5258000,4544000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.461322345,7.306611725,194.3558719,0.007518797,10.6742513
52364404,5236000,4404000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,0.872624343,7.775306645,206.8231568,0.004219181,18.49044166
37882584,3788000,2584000,Common wheat,Cereals,Cropland,Agriculture,0,9.787851852,260.3568593,0,7.132243685
34442320,3444000,2320000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.358342189,15.11229189,401.9869642,0.00337907,21.85683441
50004308,5000000,4308000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.450621183,14.85575911,395.1631923,0.003670942,21.25683966
34723194,3472000,3194000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,3.607856811,31.70540834,843.3638618,0.004277936,29.09180814
50324550,5032000,4550000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,14.19546248,116.1227458,3088.865038,0.004595689,81.18226601
43562476,4356000,2476000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.011545863,23.83935571,634.1268619,0.001595179,22.3347725
50324560,5032000,4560000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,7.063829787,49.35624659,1312.876159,0.005380424,89.77576975
45403766,4540000,3766000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,2.389846562,9.852876176,262.0865063,0.009118541,12.97395318
51944466,5194000,4466000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,1.50737798,12.24744608,325.7820658,0.004626952,11.11484782
29181908,2918000,1908000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0,6.371378943,169.4786799,0,1.130131295
33222318,3322000,2318000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,3.769721116,40.04869411,1065.295263,0.003538663,37.32312302
46923874,4692000,3874000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.310695187,15.28817588,406.6654783,0.000764007,6.484414069
40642274,4064000,2274000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.521465969,8.835951134,235.0363002,0.002218661,5.289256198
40782882,4078000,2882000,Common wheat,Cereals,Cropland,Agriculture,1.376397995,16.16467412,429.9803317,0.003201072,13.6242505
45844474,4584000,4474000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.642972827,20.66162798,549.5993042,0.002989401,7.197728791
32902134,3290000,2134000,Common wheat,Cereals,Cropland,Agriculture,0,19.86324786,528.3623932,0,9.392631928
30182092,3018000,2092000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0,4.394502647,116.8937704,0,0.771294433
52544508,5254000,4508000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,4.721871049,35.50147493,944.339233,0.005000185,73.3040837
32142004,3214000,2004000,Durum wheat,Cereals,Cropland,Agriculture,0,12.27547276,326.5275755,0,1.959156566
51782890,5178000,2890000,Rape and turnip rape,Non-permanent industrial crops,Cropland,Agriculture,0.154562384,12.98324022,345.3541899,0.000447547,11.54669741
46364574,4636000,4574000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.943349316,7.075119872,188.1981886,0.005012531,6.786955802
30682088,3068000,2088000,Rye,Cereals,Cropland,Agriculture,0.279390134,4.507807196,119.9076714,0.002330044,2.852431987
45384472,4538000,4472000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,7.80980981,78.37504171,2084.776109,0.003746114,83.45204572
46602982,4660000,2982000,Soya,Non-permanent industrial crops,Cropland,Agriculture,0,5.42110691,144.2014438,0,3.92998679
50284502,5028000,4502000,Common wheat,Cereals,Cropland,Agriculture,1.236561305,19.94094356,530.4290987,0.002331247,15.970225
33982230,3398000,2230000,Common wheat,Cereals,Cropland,Agriculture,0.80124929,12.25440091,325.9670642,0.002458068,11.93532255
33542042,3354000,2042000,Barley,Cereals,Cropland,Agriculture,0.45404814,7.819717967,208.0044979,0.002182877,8.752079867
