"","LUCAS_ID","CONTAINER_ID","X_LAEA","Y_LAEA","Elevation","AnnualPrecip","AnnualTemp","LC_Survey_Code","Country","LC_1","LC_2","LC_3","LC_4","CLC_2018","CLC_2012","CLC_2006","CLC_2000","CLC_1990","CLC.firstChange","CLC.lastChange","num.CLC.changes","time.since.CLC.change","MWD","WSA","Xylosidase","Cellulase","N.actylglucosaminidase","beta.glucosidase","Acid.phosphatase","O2_Measurement_ID","O2_Channel","O2_Device","Basal_respiration","MIRR","Cmic","qO2","H2O_percent_FW","glucose_per_sample_SIR","water_added_SIR","date_O2_Measurement","date_of_sampling","remarks","machine_factor","coarse_2009","clay_2009","silt_2009","sand_2009","pHinH2O_2009","pHinCaCl2_2009","OC_2009","CaCO3_2009","N_2009","P_2009","K_2009","CEC_2009","Repeated","coarse_2015","clay_2015","sand_2015","silt_2015","pHinCaCl2_2015","pHinH2O_2015","Electrical_conductivity_2015","OC_2015","CaCO3_2015","P_2015","N_2015","K_2015","CEC_2015","NUTS0","NUTS1","NUTS2","NUTS3","MonthlyPrecipSum","MonthlyMeanTemp","dates","MeanNDVI90days","MeanNDVI3years","Sum_burned_areas_1year","LC_5","clay_2009_shapefile","silt_2009_shapefile","sand_2009_shapefile","pHinH2O_2009_shapefile","pHinCaCl2_2009_shapefile","OC_2009_shapefile","clay_yearCombine","silt_yearCombine","sand_yearCombine","pHinH2O_yearCombine","pHinCaCl2_yearCombine","year_of_yearCombine","PA","nonPA.1","mahal.min.1"
"33",34201972,58,3420000,1972000,1483,455,88,"F40","SPAIN","Other bare soil","Other bare soil","Bare land and lichens/moss","Bare",312,312,312,211,211,2006,2006,1,12,1.17302255639098,59.375,215.5,565.72,835.46,2399.57,1125.57,8574,"Channel 17","EMIL",8.0847009,62.09987648,1651.856714,0.004894311,37.03333333,0.0216,1.25,"4/24/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",28,12,41,46,6.8,6.97,327,119.2,27,380.6,12.2,3674.1,37.9,"ES","ES2","ES24","ES242",80.3000012,10.39199977,"2018-05-28",0.405333333333333,0.50956862745098,0,"Other",22,25,53,7.72,7.2,"10",12,46,41,6.97,6.8,2015,1,34002034,1.08021318161024
"34",34242272,416,3424000,2272000,1347,1724,71,"E20","SPAIN","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",321,321,321,321,321,1990,1990,0,28,1.65893965517242,92.1052631578947,146.09,57.42,201.08,410.93,1167.88,7103,"Channel 24","KLAUS",2.412289807,24.0654626,640.1413051,0.003768371,19.17785235,21.6,1.5,"5/8/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",21,33,12,55,4.6,5.04,17.48,39.7,1,7,4.9,128.6,8,"ES","ES2","ES22","ES220",55.40000083,18.44799959,"2018-07-23",0.819555555555556,0.663576470588235,0,"Grassland",41,54,5,6.73,6.52,"67.8",33,55,12,5.04,4.6,2015,1,37382484,0.403297819462284
"35",34382156,41,3438000,2156000,409,445,143,"E30","SPAIN","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",211,211,211,211,211,1990,1990,0,28,2.18282283464567,41.9354838709678,102.37,44.91,85.36,426.23,116.76,8692,"Channel 15","EMIL",1.092528068,13.87082204,368.9638663,0.002961071,13.82819016,21.6,0.75,"5/15/19","n/a","n/a",1,14,30,43,28,8.34,7.61,"14","293",1.3,"12.6",223.4,18.5,"Yes",NA,NA,NA,NA,7.5,8.11,22.6,21.9,242,24.8,2,374.8,18.5,"ES","ES2","ES24","ES241",77.90000116,17.8259996,"2018-06-04",0.44,0.3272,0,"Grassland",30,43,28,8.34,7.61,"14",30,43,28,8.34,7.61,2009,1,35042146,0.296283079019851
"36",34662184,432,3466000,2184000,671,654,122,"D10","SPAIN","Shrubland with sparse tree cover","Shrubland with sparse tree cover","Shrubland","Shrubland",242,242,242,211,211,2006,2006,1,12,1.55752336448598,81.4814814814815,111.76,63.18,165.68,618.85,235.69,5313,"Channel 3","DIETER",1.463818182,16.19757576,430.8555152,0.003397469,8.363878707,21.6,1,"5/6/19","n/a","n/a",1,14,19,41,40,8.15,7.46,"13.4","508",1.2,"35.7",101.6,12.8,"Yes",NA,NA,NA,NA,7.4,7.98,16.01,20.2,265,18.6,1.6,113.2,19.5,"ES","ES2","ES24","ES241",18.70000028,21.27266619,"2018-07-23",0.488,0.408,0,"Other",19,41,40,8.15,7.46,"13.4",19,41,40,8.15,7.46,2009,1,32062178,0.726765934484227
"37",34882068,782,3488000,2068000,279,467,156,"B75","SPAIN","Other fruit trees and berries","Permanent crops: fruit trees","Cropland","Agriculture",323,323,323,243,243,2006,2006,1,12,0.850488536155203,13.5135135135135,16.02,6.02,19.58,106.99,32.98,7353,"Channel 4","KLAUS",0.226004084,4.802586794,127.7488087,0.001769129,2.634631317,21.6,1.25,"7/1/19","n/a","n/a",1,7,22,34,44,8.56,7.68,"15.7","527",0.8,"0",87.1,9.8,"Yes",NA,NA,NA,NA,7.8,8.44,17.37,27.8,432,8.9,0.8,81.2,13.4,"ES","ES2","ES24","ES243",21.70000032,25.13799944,"2018-09-18",0.275555555555556,0.296452830188679,0,"Agriculture",22,34,44,8.56,7.68,"15.7",22,34,44,8.56,7.68,2009,1,35342068,0.147688479955979
"38",35002236,360,3500000,2236000,1718,963,52,"E20","FRANCE","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",321,321,321,321,321,1990,1990,0,28,1.51355080213904,79.3103448275862,979.28,239.96,354.06,1129.66,2247.16,8569,"Channel 12","EMIL",3.103001017,27.23041709,724.3290946,0.004283966,35.09409046,0.0216,1,"4/24/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",17,16,28,55,4.5,5.01,26.8,92.2,0,31.8,9.7,234.4,14,"FR","FRJ","FRJ2","FRJ26",194.2000029,7.887999824,"2018-06-20",0.466,0.53744,0,"Grassland",24,51,24,8.23,7.32,"18",16,55,28,5.01,4.5,2015,1,41462518,2.57430591038658
"39",35402092,741,3540000,2092000,246,447,154,"B81","SPAIN","Olive groves","Other permanent crops","Cropland","Agriculture",223,223,223,242,242,2006,2006,1,12,1.42140672451193,39.4736842105263,63.2,39.81,73.66,409.31,90.53,7332,"Channel 13","KLAUS",0.461031071,18.00902621,479.0400972,0.000962406,4.413472706,21.6,1.5,"6/24/19","n/a","n/a",1,7,29,56,14,8.15,7.54,"11.8","313",1.4,"28.3",303.9,15.9,"Yes",NA,NA,NA,NA,7.7,8.32,31,16.2,265,14.1,1.2,191,17.5,"ES","ES5","ES51","ES513",21.80000032,25.43033276,"2018-09-03",0.217333333333333,0.27895145631068,0,"Agriculture",29,56,14,8.15,7.54,"11.8",29,56,14,8.15,7.54,2009,1,35182124,0.0458481366669258
"40",35702100,276,3570000,2100000,326,519,147,"B13","SPAIN","Barley","Cereals","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,1.42580367231638,44.8275862068965,87.07,68.16,117.08,462.68,135.12,6974,"Channel 15","KLAUS",0,19.56610864,520.4584899,0,2.886529529,0.0216,1.25,"4/16/19","n/a","n/a",1,18,27,52,21,8.05,7.55,"19.8","242",1.7,"18.6",388.1,19.2,"Yes",NA,NA,NA,NA,7.7,8.21,19.36,9.6,277,0,1.3,149.9,21.5,"ES","ES5","ES51","ES513",8.800000131,21.10233286,"2018-07-02",0.567,0.317980198019802,0,"Agriculture",27,52,21,8.05,7.55,"19.8",27,52,21,8.05,7.55,2009,1,34982150,0.162733786770875
"41",36722782,807,3672000,2782000,122,627,114,"B32","FRANCE","Rape and turnip rape","Non-permanent industrial crops","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,1.31570957446809,73.6842105263158,40.94,64.62,139.91,476.4,499.78,7372,"Channel 23","KLAUS",0.652026424,10.62012736,282.4953877,0.002308096,7.482656095,21.6,1,"7/1/19","n/a","n/a",1,26,22,72,6,6.13,5.24,"11.7","1",1.3,"56.4",165.7,12.9,"Yes",NA,NA,NA,NA,6.2,6.38,19.01,12.7,0,60.1,1.6,300,6.1,"FR","FRB","FRB0","FRB05",12.40000018,14.95499967,"2018-10-24",0.202222222222222,0.455208791208791,0,"Agriculture",22,72,6,6.13,5.24,"11.7",22,72,6,6.13,5.24,2009,1,36962806,0.00818652097098247
"42",37342800,649,3734000,2800000,152,696,111,"C32","FRANCE","Pine dominated mixed woodland","Mixed woodland","Woodland","Forest",312,312,312,312,312,1990,1990,0,28,1.05050928381963,76,37.7,6.99,139.31,99.62,1035.87,8921,"Channel 4","EMIL",0.784389219,3.340917046,88.86839342,0.008826414,5.004156276,21.6,1,"7/8/19","n/a","n/a",1,2,11,21,68,6.45,5.32,"17.7","6",1.1,"0",65.6,1,"Yes",NA,NA,NA,NA,4.2,5.28,10.94,42.4,0,12,2.5,62.7,3,"FR","FRB","FRB0","FRB06",5.600000083,22.09599951,"2018-08-27",0.777,0.652711111111111,0,"Forest",11,21,68,6.45,5.32,"17.7",11,21,68,6.45,5.32,2009,1,35922588,0.958299740200073
"43",37682420,313,3768000,2420000,1201,1066,72,"E20","FRANCE","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",321,321,321,321,321,1990,1990,0,28,1.31032098765432,74.0740740740741,269.17,150.52,251.94,826.64,1311.29,8758,"Channel 21","EMIL",1.908263146,18.32688368,487.4951059,0.003914425,26.97805851,21.6,1,"5/27/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",28,7,42,50,5.1,5.53,12.45,128.3,1,20.9,11.7,273.8,19.4,"FR","FRJ","FRJ1","FRJ14",47.70000071,15.12066633,"2018-07-02",0.798666666666667,0.635111111111111,0,"Grassland",15,27,58,5.33,4.6,"51.3",7,50,42,5.53,5.1,2015,1,39962440,1.48907248368131
"44",37802362,628,3780000,2362000,823,1153,98,"C32","FRANCE","Pine dominated mixed woodland","Mixed woodland","Woodland","Forest",324,324,324,324,324,1990,1990,0,28,2.23461016949152,96.1538461538462,40.34,24.86,321.12,350.32,864.81,8937,"Channel 20","EMIL",2.078597573,30.85917935,820.8541707,0.002532237,14.05629139,21.6,1,"7/8/19","n/a","n/a",1,22,34,34,32,7.43,7.11,"80.2","304",4.4,"0",149.3,36.8,"Yes",NA,NA,NA,NA,7.3,7.62,22.4,66.9,225,9.4,5.1,122.4,49.6,"FR","FRJ","FRJ2","FRJ22",27.50000041,21.65166618,"2018-08-16",0.690222222222222,0.659959183673469,0,"Forest",34,34,32,7.43,7.11,"80.2",34,34,32,7.43,7.11,2009,1,37282438,0.461984126778262
"45",37902328,160,3790000,2328000,746,1304,105,"D10","FRANCE","Shrubland with sparse tree cover","Shrubland with sparse tree cover","Shrubland","Shrubland",321,321,321,321,321,1990,1990,0,28,1.28450272479564,79.4871794871795,61.7,110.66,291.48,645.69,746.92,7010,"Channel 21","KLAUS",0,20.07535703,534.0044971,0,9.622672598,21.6,1.5,"4/24/19","n/a","n/a",1,31,28,53,20,7.95,7.37,"36.9","288",3.3,"0",436.9,28,"Yes",NA,NA,NA,NA,6.9,7.08,14.13,73.3,4,7.7,6.9,245.6,48.4,"FR","FRJ","FRJ1","FRJ13",44.70000067,18.96899958,"2018-07-01",0.620888888888889,0.525069306930693,0,"Other",28,53,20,7.95,7.37,"36.9",28,53,20,7.95,7.37,2009,1,32202322,2.2378535075637
"46",37922340,211,3792000,2340000,802,1247,101,"D20","FRANCE","Shrubland without tree cover","Shrubland without tree cover","Shrubland","Shrubland",321,321,321,321,321,1990,1990,0,28,1.07627844311377,66.6666666666667,64.37,55.45,304.12,519.42,695.69,8742,"Channel 5","EMIL",2.474304783,27.32814238,726.9285873,0.00340378,25.89845038,21.6,1,"5/27/19","n/a","n/a",1,12,24,56,20,7.71,7.27,"88.9","89",8,"0",379,46.2,"Yes",NA,NA,NA,NA,6.7,6.86,14.9,84.5,3,8.1,8.3,534,34.3,"FR","FRJ","FRJ1","FRJ12",121.5000018,15.44699965,"2018-06-11",0.628888888888889,0.573742574257426,0,"Other",24,56,20,7.71,7.27,"88.9",24,56,20,7.71,7.27,2009,1,48462300,4.48703359381374
"47",38102416,274,3810000,2416000,1412,1053,60,"D20","FRANCE","Shrubland without tree cover","Shrubland without tree cover","Shrubland","Shrubland",322,322,322,322,322,1990,1990,0,28,0.871915525114158,71.4285714285714,485.8,99.76,125.56,585.64,1315.73,8570,"Channel 13","EMIL",2.046333688,16.11193765,428.5775416,0.00477471,22.55144033,0.0216,1.25,"4/24/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",24,11,45,44,3.7,4.09,39,105.6,1,41.1,8.1,237.1,15.1,"FR","FRJ","FRJ1","FRJ14",50.00000075,14.23199968,"2018-07-03",0.729,0.607116279069768,0,"Other",12,24,64,6.37,5.39,"21.6",11,44,45,4.09,3.7,2015,1,32182122,9.30858991406725
"48",38982814,462,3898000,2814000,132,733,112,"B13","FRANCE","Barley","Cereals","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,1.85273842592593,60.5263157894737,34.76,59.16,69.59,424.4,252.2,7053,"Channel 4","KLAUS",0.362032998,8.867185031,235.8671218,0.001534902,11.21400909,21.6,1,"4/30/19","n/a","n/a",1,8,22,75,3,6.69,6.12,"13.8","1",1.6,"58.1",264,16.9,"Yes",NA,NA,NA,NA,6.6,6.89,20.2,9.2,0,48.4,1.2,443.4,19.5,"FR","FRF","FRF2","FRF22",21.50000032,20.80899953,"2018-07-16",0.656888888888889,0.485136842105263,0,"Agriculture",22,75,3,6.69,6.12,"13.8",22,75,3,6.69,6.12,2009,1,38922830,0.0141012090402553
"49",39082708,683,3908000,2708000,488,993,97,"B52","FRANCE","Lucerne","Fodder crops","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,2.58303879310345,97.3684210526316,79.53,93.48,139.92,548.56,615.15,7256,"Channel 27","KLAUS",0.543371522,22.48954355,598.2218585,0.000908311,9.15248637,21.6,1,"6/11/19","n/a","n/a",1,13,26,67,6,7.52,7.12,"23.5","40",2.3,"0",169.9,28.5,"Yes",NA,NA,NA,NA,5.8,6.05,23.3,28.5,0,17.7,3.2,129.7,19.4,"FR","FRC","FRC1","FRC11",32.00000048,22.66433283,"2018-08-07",0.767111111111111,0.665521739130435,0,"Agriculture",26,67,6,7.52,7.12,"23.5",26,67,6,7.52,7.12,2009,1,37242618,0.120057557247791
"50",39122716,617,3912000,2716000,501,985,96,"B11","FRANCE","Common wheat","Cereals","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,1.44187939698492,85.7142857142857,88.9,70.89,102.55,516.54,380.6,7322,"Channel 3","KLAUS",0.414309484,35.54877673,945.597461,0.000438146,9.94005994,21.6,1,"6/24/19","n/a","n/a",1,28,26,66,9,7.65,7.22,"28.4","90",3,"21.7",331,27.6,"Yes",NA,NA,NA,NA,7.2,7.42,48.7,43.8,102,55.3,4.9,372.6,35.4,"FR","FRC","FRC1","FRC11",33.7000005,22.82466616,"2018-08-07",0.6215,0.623590909090909,0,"Agriculture",26,66,9,7.65,7.22,"28.4",26,66,9,7.65,7.22,2009,1,43162914,0.796582991268885
"51",39162670,639,3916000,2670000,526,918,97,"F40","FRANCE","Other bare soil","Other bare soil","Bare land and lichens/moss","Bare",211,211,211,211,211,1990,1990,0,28,1.44246710526316,97.2222222222222,37.27,34.4,77.51,348.56,290.45,7399,"Channel 20","KLAUS",1.502853769,24.82975792,660.4715607,0.002275425,16.36213992,21.6,0.75,"7/8/19","n/a","n/a",1,42,25,64,11,7.59,7.18,"31.5","128",3.4,"55.8",529.3,30.1,"Yes",NA,NA,NA,NA,7.5,7.74,34.8,22.6,135,23.8,3.1,354.6,31.8,"FR","FRC","FRC1","FRC11",40.70000061,22.64299949,"2018-08-21",0.430222222222222,0.585494505494506,0,"Other",25,64,11,7.59,7.18,"31.5",25,64,11,7.59,7.18,2009,1,38722726,0.537429386449791
"52",39942574,354,3994000,2574000,1016,1620,76,"C33","FRANCE","Other mixed woodland","Mixed woodland","Woodland","Forest",313,313,313,313,311,2000,2000,1,18,1.46191176470589,70,120.41,57.99,885.44,817.39,2385.9,8679,"Channel 2","EMIL",12.42932752,82.34537152,2190.386883,0.00567449,46.32352941,21.6,1.25,"5/15/19","n/a","n/a",1,16,49,43,8,6.84,6.45,"185.6","28",10.7,"25.9",152.4,83.5,"Yes",NA,NA,NA,NA,5.4,5.64,199.7,243.8,2,66.1,16.4,288.1,46.1,"FR","FRK","FRK2","FRK21",127.3000019,16.5676663,"2018-06-26",0.8585,0.769655172413793,0,"Forest",49,43,8,6.84,6.45,"185.6",49,43,8,6.84,6.45,2009,1,40262632,0.304495684672998
"53",40022438,550,4002000,2438000,1099,845,81,"B52","FRANCE","Lucerne","Fodder crops","Cropland","Agriculture",243,243,243,243,243,1990,1990,0,28,1.13796624472574,58.6206896551724,85.4,87.95,179.53,602.95,788.7,5326,"Channel 16","DIETER",0.668885774,22.92630227,609.8396403,0.001096822,5.261410788,21.6,1.5,"5/6/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",44,12,35,53,7,7.28,77.6,56.5,29,19.4,6.5,82,29.4,"FR","FRK","FRK2","FRK24",68.10000101,15.65966632,"2018-07-25",0.7275,0.568571428571429,0,"Agriculture",17,31,52,7.28,7.25,"100.2",12,53,35,7.28,7,2015,1,38462556,2.85491357729315
"54",40262620,563,4026000,2620000,1273,1804,58,"C31","FRANCE","Spruce dominated mixed woodland","Mixed woodland","Woodland","Forest",312,312,312,312,312,1990,1990,0,28,2.21281914893617,97.1428571428571,34.41,16.33,306.56,257.45,1454.32,7320,"Channel 1","KLAUS",4.883453562,57.50375714,1529.59994,0.003192635,25.60791548,21.6,1.25,"6/24/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",18,13,43,44,4.9,5.09,133.8,227.2,0,40.4,14,408.7,68,"FR","FRC","FRC2","FRC21",34.40000051,18.12199959,"2018-08-06",0.846285714285714,0.704619047619048,0,"Forest",37,49,14,7.39,7.24,"60.2",13,44,43,5.09,4.9,2015,1,40962778,2.33587413761349
"55",40383202,75,4038000,3202000,10,747,102,"E10","NETHERLAND","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",321,321,231,231,231,2012,2012,1,6,1.39087645687646,43.2432432432432,11.82,5.27,35.11,77.43,142.59,8689,"Channel 12","EMIL",0.859088433,9.243992494,245.8902004,0.003493789,8.688443044,21.6,1,"5/15/19","n/a","n/a",1,4,31,57,13,7.3,7.05,"43.9","61",3.7,"70.7",135.2,26.6,"Yes",NA,NA,NA,NA,7.5,7.91,14.36,3.5,104,11.4,0.7,45.7,22,"NL","NL2","NL22","NL226",63.90000095,14.34099968,"2018-05-18",0.473333333333333,0.557887640449438,0,"Grassland",31,57,13,7.3,7.05,"43.9",31,57,13,7.3,7.05,2009,1,41063212,0.0525131188804895
"56",41902558,397,4190000,2558000,265,972,123,"C10","ITALY","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",331,331,331,331,331,1990,1990,0,28,0.583019444444449,37.1428571428572,115.73,171.84,248.75,963.98,1248.44,7100,"Channel 21","KLAUS",1.994279176,17.99071955,478.5531401,0.00416731,13.32231405,21.6,1.75,"5/8/19","n/a","n/a",1,3,5,25,70,4.95,4.75,"62.8","1",5.6,"49.9",93.3,14.5,"Yes",NA,NA,NA,NA,4.5,5.17,29.9,8.9,0,8,1.2,92.9,4.4,"IT","ITC","ITC1","ITC14",28.40000042,18.71333292,"2018-07-18",0.603111111111111,0.455607843137255,0,"Forest",5,25,70,4.95,4.75,"62.8",5,25,70,4.95,4.75,2009,1,39422470,1.4492114789992
"57",42182510,337,4218000,2510000,266,1244,127,"E20","ITALY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",211,211,211,211,211,1990,1990,0,28,0.97812686567164,55.5555555555556,71.5,38.44,100.11,364.43,870.84,8702,"Channel 25","EMIL",1.103164557,6.537271449,173.8914205,0.006343985,21.67878387,21.6,0.75,"5/15/19","n/a","n/a",1,11,14,43,43,5.67,4.9,"41.7","1",2.9,"27.9",136.2,4.5,"Yes",NA,NA,NA,NA,4.5,4.77,24,42.9,0,27.5,3.8,126.3,9.8,"IT","ITC","ITC4","ITC41",95.20000142,21.0156662,"2018-06-19",0.726285714285714,0.617616161616162,0,"Grassland",14,43,43,5.67,4.9,"41.7",14,43,43,5.67,4.9,2009,1,45382568,0.226461669616767
"58",42401958,83,4240000,1958000,205,640,163,"E10","ITALY","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",244,244,244,244,244,1990,1990,0,28,1.51333802816901,41.6666666666667,98.07,62.37,289.39,495.43,674.45,8808,"Channel 11","EMIL",0.263492063,10.07741576,268.0592593,0.000982962,0.828500414,21.6,1,"6/11/19","n/a","n/a",1,27,13,16,71,7.34,6.92,"23.4","32",1.7,"0",172,17.7,"Yes",NA,NA,NA,NA,4.5,5.23,6.7,13.6,0,9,1.4,137.5,0.8,"IT","ITG","ITG2","ITG29",37.50000056,14.894333,"2018-04-30",0.730857142857143,0.48726213592233,0,"Grassland",13,16,71,7.34,6.92,"23.4",13,16,71,7.34,6.92,2009,1,41941786,0.492546467068848
"59",42583038,150,4258000,3038000,248,888,93,"E20","GERMANY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,231,1990,1990,0,28,1.61664985163204,74.3589743589744,72.1,94.91,137.68,525.43,633.69,8496,"Channel 29","EMIL",1.682776981,13.59819783,361.7120623,0.004652256,18.61666667,0.0216,1,"4/3/19","n/a","n/a",1,3,19,76,5,6.22,5.65,"17.1","0",1.8,"43.2",276.1,11.7,"Yes",NA,NA,NA,NA,5.3,5.54,25,15.2,0,38.3,2.1,108,16.3,"DE","DE7","DE72","DE725",57.60000086,13.99099969,"2018-05-23",0.7055,0.722536585365854,0,"Grassland",19,76,5,6.22,5.65,"17.1",19,76,5,6.22,5.65,2009,1,41062870,0.241164264083848
"60",42683042,170,4268000,3042000,567,1271,74,"E20","GERMANY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,231,1990,1990,0,28,1.50637,86.4864864864865,230.12,122.6,219.56,773.11,1151.42,6918,"Channel 19","KLAUS",2.41489118,26.87437953,714.8584956,0.003378139,27.68389662,0.0216,1,"4/3/19","n/a","n/a",1,5,27,59,14,5.29,4.57,"38.5","1",3.6,"12.1",88.1,14.9,"Yes",NA,NA,NA,NA,4.7,4.96,32.8,33.7,0,20.2,3.9,113.8,14.3,"DE","DE7","DE72","DE725",72.50000108,13.18033304,"2018-05-23",0.793333333333333,0.738478873239437,0,"Grassland",27,59,14,5.29,4.57,"38.5",27,59,14,5.29,4.57,2009,1,43022764,1.144999218069
"61",42763084,860,4276000,3084000,324,730,87,"C10","germany","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",311,311,313,313,313,2012,2012,1,6,0.863536764705881,57.1428571428571,73.63,14.49,133.83,147.79,516.13,8469,"Channel 2","EMIL",0.460791117,2.975942632,79.16007402,0.005821004,4.300182633,0.0432,1,"4/3/19","n/a","n/a",1,5,9,24,67,4.5,4.08,"15.1","0",1,"10",47.3,5.7,"Yes",NA,NA,NA,NA,3.9,4.31,5.62,23,0,8.3,1.5,78.3,7.7,"DE","DE7","DE73","DE735",63.20000094,15.23866633,"2018-09-25",0.536444444444445,0.653090909090909,0,"Forest",9,24,67,4.5,4.08,"15.1",9,24,67,4.5,4.08,2009,1,42483154,0.0298642330214726
"62",43283052,143,4328000,3052000,740,936,62,"E20","GERMANY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,231,1990,1990,0,28,1.535666,94.5945945945946,215.23,179.06,294.03,1057.71,1444.43,6909,"Channel 10","KLAUS",3.353003384,31.9500846,849.8722504,0.003945303,32.45714286,0.0252,0.5,"4/3/19","n/a","n/a",1,17,27,61,12,6.3,6.06,"43.5","2",3.9,"14.1",83.6,24.9,"Yes",NA,NA,NA,NA,6.4,6.44,22.2,43.4,7,43.3,4.5,178.2,32.9,"DE","DEG","DEG0","DEG0B",71.90000107,12.19333306,"2018-05-22",0.69,0.694961038961039,0,"Grassland",27,61,12,6.3,6.06,"43.5",27,61,12,6.3,6.06,2009,1,47903032,0.353174664767944
"63",43843470,137,4384000,3470000,12,634,89,"A30","GERMANY","Other Artificial Areas","Other artificial areas","Artificial Land","Artificial",211,211,243,243,243,2012,2012,1,6,1.49177806122449,80.6451612903226,50,67.68,131.74,443.69,273.4,8489,"Channel 22","EMIL",1.009118541,15.0316616,399.8421986,0.002523792,12.93417135,0.0216,0.5,"4/3/19","n/a","n/a",1,5,17,29,54,7.54,7.11,"35.1","70",3.1,"75.3",127.3,25.2,"Yes",NA,NA,NA,NA,7,7.21,21.8,35.1,40,62.6,3.2,120.3,23.7,"DE","DEF","DEF0","DEF08",31.90000048,11.49266641,"2018-05-15",0.744,0.69523595505618,0,"Other",17,29,54,7.54,7.11,"35.1",17,29,54,7.54,7.11,2009,1,41783356,0.511255180641466
"64",43942996,13,4394000,2996000,391,860,84,"E20","GERMANY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,242,242,242,2012,2012,1,6,2.54771333333333,100,71.17,86.47,239.36,500.76,722.55,9297,"Channel 20","EMIL",2.770682148,28.22309766,750.7343977,0.003690629,20.20185308,0.0216,1,"4/10/19","n/a","n/a",1,47,59,36,5,5.91,5.58,"48.5","2",4.8,"0",405.3,30.5,"Yes",NA,NA,NA,NA,6.6,6.75,41.3,50.2,2,14.9,5.4,427.6,18.2,"DE","DE2","DE24","DE24C",44.60000066,15.97666631,"2018-05-30",0.638285714285714,0.642666666666667,0,"Grassland",59,36,5,5.91,5.58,"48.5",59,36,5,5.91,5.58,2009,1,43682854,0.399595562462205
"65",45123304,25,4512000,3304000,34,534,93,"E20","GERMANY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,231,1990,1990,0,28,1.2574689119171,63.8888888888889,81.89,98.18,165.6,692.33,967.72,6929,"Channel 30","KLAUS",3.700966635,16.90884523,449.7752832,0.008228479,46.63005492,0.0216,1,"4/3/19","n/a","n/a",1,5,6,7,87,7.03,6.72,"84.2","2",6.7,"71.1",137.8,36.9,"Yes",NA,NA,NA,NA,5.2,5.47,197.6,194.5,0,42.2,15.6,100.2,42.3,"DE","DE4","DE40","DE40D",1.900000028,17.50033294,"2018-05-31",0.6035,0.670086956521739,0,"Grassland",6,7,87,7.03,6.72,"84.2",6,7,87,7.03,6.72,2009,1,43663228,0.162522165695842
"66",45502846,65,4550000,2846000,306,872,98,"B11","GERMANY","Common wheat","Cereals","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,1.0454055666004,40,36.5,42.14,80.87,299.37,211.01,6959,"Channel 30","KLAUS",1.271737124,10.7765676,286.656698,0.004436447,10.71369705,0.0216,0.5,"4/10/19","n/a","n/a",1,5,13,36,51,7.55,7,"33.1","243",1.8,"54.2",145.7,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.50000053,15.90999964,"2018-05-21",0.621714285714286,0.4872,0,"Agriculture",13,36,51,7.55,7,"33.1",13,36,51,7.55,7,2009,1,46342786,0.0533979675166995
